target_id	length	eff_length	est_counts	tpm
MGG_17609T0	225	226	0	0
MGG_06681T0	2105	2106	476.54	16.4438
MGG_12243T0	2634	2635	1292.31	35.6408
MGG_13578T0	1297	1298	4277	239.455
MGG_09865T0	1404	1405	7764	401.577
MGG_01783T1	2097	2098	110.808	3.83817
MGG_01783T0	1027	1028	262.004	18.5214
MGG_04718T0	735	736	302	29.8187
MGG_15167T0	2513	2514	454.466	13.137
MGG_00552T0	1392	1393	4616	240.81
MGG_09566T0	2281	2282	539.264	17.173
MGG_15321T0	2084	2085	1466	51.0961
MGG_09352T0	2919	2920	72	1.79188
MGG_09087T0	693	694	1	0.104713
MGG_01094T0	3784	3785	443	8.50545
MGG_15559T0	747	748	10	0.971534
MGG_03826T0	1385	1386	123	6.44914
MGG_15206T0	936	937	191	14.8134
MGG_10038T0	1866	1867	5	0.194619
MGG_01981T0	784	785	1097	101.554
MGG_06179T0	1443	1444	3818.41	192.165
MGG_08274T0	2467	2468	1195	35.187
MGG_14583T0	3242	3243	3091	69.2647
MGG_11292T0	462	463	0	0
MGG_01663T0	933	934	1386	107.839
MGG_04621T0	5679	5680	678	8.67443
MGG_03725T0	1374	1375	929.795	49.141
MGG_15685T0	535	536	9	1.22022
MGG_16054T0	2755	2756	220	5.801
MGG_10702T0	1802	1803	59	2.37802
MGG_14573T0	2521	2522	528	15.2142
MGG_01268T0	2370	2371	1641	50.2964
MGG_07175T0	1710	1711	1193	50.6699
MGG_14023T0	222	223	0	0
MGG_13852T0	504	505	0	0
MGG_02659T0	1233	1234	4084.88	240.56
MGG_02659T1	1136	1137	1603.12	102.463
MGG_15273T0	1955	1956	8	0.297222
MGG_00522T0	1995	1996	3621	131.834
MGG_15443T0	348	349	0	0
MGG_17902T0	156	157	0	0
MGG_03525T0	1536	1537	12006	567.655
MGG_01784T0	953	954	587.189	44.729
MGG_08130T0	3116	3117	415	9.67545
MGG_17062T0	1163	1164	159	9.92668
MGG_01133T1	2767	2768	880.727	23.1225
MGG_01133T0	3378	3379	3478.27	74.8058
MGG_00312T0	2084	2085	299	10.4214
MGG_08649T0	1393	1394	2680	139.711
MGG_04911T0	3614	3615	1424	28.626
MGG_04640T0	4054	4055	423	7.5807
MGG_00554T0	856	857	8	0.678373
MGG_10933T0	1818	1819	20	0.799019
MGG_01300T0	1359	1360	247	13.1983
MGG_15482T0	513	514	0	0
MGG_07423T0	2256	2257	275	8.85443
MGG_04599T0	690	691	58056	6105.61
MGG_00587T0	1719	1720	634	26.7868
MGG_14807T0	593	594	1257.01	153.784
MGG_03687T0	1434	1435	8586	434.809
MGG_12714T0	1013	1014	212	15.1935
MGG_11529T0	3028	3029	564.612	13.546
MGG_11259T0	3066	3067	66271	1570.25
MGG_11064T0	2909	2910	1994	49.7957
MGG_02036T0	2881	2882	0	0
MGG_15384T0	336	337	0	0
MGG_05695T0	3522	3523	104	2.14526
MGG_11482T0	3958	3959	1771	32.5082
MGG_15068T0	399	400	0	0
MGG_11727T0	4282	4283	4209	71.4152
MGG_10170T0	804	805	205	18.5062
MGG_10659T0	2490	2491	899	26.2268
MGG_12522T0	270	271	9969	2673.26
MGG_06691T0	1260	1261	1403	80.8541
MGG_03666T0	772	773	3761	353.577
MGG_06580T0	1800	1801	18	0.726304
MGG_16241T0	156	157	1	0.462871
MGG_06221T0	2132	2133	437	14.8885
MGG_02208T0	567	568	0	0
MGG_05865T0	3916	3917	49007	909.21
MGG_05296T0	351	352	2764	570.631
MGG_04355T0	567	568	0	0
MGG_06376T0	1284	1285	667	37.7209
MGG_16294T0	508	509	21	2.9982
MGG_15242T0	2781	2782	121	3.16073
MGG_10911T0	597	598	0	0
MGG_12162T0	1592	1593	304	13.8681
MGG_09144T0	450	451	0	0
MGG_07745T0	3043	3044	8277	197.6
MGG_02032T0	3452	3453	0	0
MGG_14979T0	417	418	1	0.173853
MGG_10431T0	2949	2950	312	7.68586
MGG_06370T0	2934	2935	1213	30.0339
MGG_09610T0	870	871	2030	169.37
MGG_09435T0	2770	2771	45.4073	1.19083
MGG_07226T0	801	802	183	16.582
MGG_17801T0	423	424	15	2.5709
MGG_05057T0	1332	1333	580	31.6197
MGG_01985T0	2406	2407	4729	142.775
MGG_03050T0	2427	2428	2224	66.565
MGG_01356T0	2103	2104	39	1.34703
MGG_09347T0	950	951	904	69.0792
MGG_16706T0	1566	1567	5004	232.064
MGG_08691T0	949	950	2096.59	160.38
MGG_02267T0	1543	1544	21	0.988398
MGG_07569T0	1820	1821	1	0.0399071
MGG_15172T0	501	502	0	0
MGG_14893T0	870	871	0	0
MGG_09986T0	1205	1206	881	53.087
MGG_01811T0	4825	4826	402	6.05339
MGG_07738T0	1380	1381	19	0.999815
MGG_07324T0	1196	1197	8013	486.475
MGG_08189T0	2540	2541	995.277	28.4642
MGG_11168T0	2496	2497	36303	1056.53
MGG_10522T0	1994	1995	361	13.1499
MGG_17109T0	423	424	0	0
MGG_07818T0	3117	3118	12	0.279682
MGG_00719T0	1737	1738	1945.5	81.347
MGG_14351T0	2218	2219	7	0.229245
MGG_09779T0	3392	3393	428.403	9.17547
MGG_09779T1	3451	3452	549.538	11.5687
MGG_07917T0	3324	3325	461	10.0756
MGG_09849T0	1224	1225	28.2136	1.67372
MGG_13339T0	621	622	0	0
MGG_01387T0	2142	2143	11	0.373018
MGG_12047T0	4344	4345	0	0
MGG_04977T0	156	157	5400	2499.5
MGG_15598T0	627	628	718	83.0854
MGG_16347T0	531	532	2	0.273198
MGG_17071T0	297	298	0	0
MGG_16199T0	261	262	0	0
MGG_04710T0	8688	8689	743	6.21411
MGG_02232T0	420	421	0	0
MGG_01593T0	3255	3256	1150	25.6669
MGG_04374T0	1848	1849	3380.61	132.867
MGG_09875T0	1467	1468	415	20.5438
MGG_02648T0	2576	2577	12	0.338397
MGG_06245T0	6918	6919	687	7.21561
MGG_10580T0	2539	2540	337	9.64175
MGG_07125T0	1209	1210	2708	162.638
MGG_04753T0	684	685	0	0
MGG_05860T0	2270	2271	2239	71.6468
MGG_10382T0	1243	1244	559.559	32.6878
MGG_00555T0	2466	2467	2691	79.2692
MGG_03743T0	3126	3127	1372	31.885
MGG_06033T0	3949	3950	43073	792.442
MGG_06250T0	2283	2284	6213	197.681
MGG_05690T0	3450	3451	3069	64.6266
MGG_14070T0	1118	1119	257	16.6902
MGG_01108T0	4561	4562	4599	73.2602
MGG_15908T0	225	226	0	0
MGG_04101T0	2280	2281	2520	80.2851
MGG_01605T0	3035	3036	7367.2	176.344
MGG_00427T0	8566	8567	71.42	0.60583
MGG_07157T0	2820	2821	166.497	4.28907
MGG_13635T0	2110	2111	432	14.8715
MGG_17525T0	156	157	0	0
MGG_02334T0	381	382	0	0
MGG_04550T0	3714	3715	13468	263.453
MGG_12119T1	2082	2083	68.5852	2.39277
MGG_12119T0	2006	2007	276.466	10.0105
MGG_08536T0	4143	4144	95.5381	1.67539
MGG_03737T0	3271	3272	5017	111.427
MGG_11463T0	2619	2620	228.064	6.32579
MGG_10913T0	1034	1035	12	0.842559
MGG_04354T0	426	427	10	1.70189
MGG_16657T0	648	649	8.88777	0.995194
MGG_06596T0	1790	1791	735	29.823
MGG_00347T0	1323	1324	321	17.6188
MGG_17145T0	820	821	14	1.23921
MGG_15055T0	605	606	229	27.4614
MGG_17443T0	285	286	1	0.254094
MGG_05207T0	3391	3392	1568	33.5931
MGG_06319T0	1295	1296	151	8.46704
MGG_03203T0	951	952	1635.81	124.869
MGG_07901T0	639	640	0	0
MGG_04764T0	1758	1759	403	16.6494
MGG_07274T0	5920	5921	2690	33.0154
MGG_08690T0	1781	1782	13570	553.391
MGG_03554T0	859	860	2351	198.662
MGG_01571T0	1947	1948	0	0
MGG_08625T0	2414	2415	1671	50.2827
MGG_07013T0	1532	1533	11	0.521447
MGG_05113T1	2187	2188	955.508	31.7356
MGG_05113T0	1568	1569	45.4917	2.10702
MGG_01540T0	1728	1729	194.676	8.18232
MGG_06476T0	2756	2757	3309	87.2207
MGG_12008T0	204	205	44	15.5976
MGG_17732T0	3995	3996	4943.3	89.8982
MGG_13028T0	1630	1631	709.754	31.6238
MGG_05800T0	2579	2580	7	0.197169
MGG_00649T0	1655	1656	82.9612	3.64061
MGG_01568T0	1395	1396	824	42.8945
MGG_04774T0	883	884	4005	329.238
MGG_01572T0	4095	4096	572	10.1484
MGG_15440T0	174	175	3	1.24578
MGG_07526T0	1416	1417	382	19.5908
MGG_03187T0	1869	1870	1120	43.5247
MGG_06177T0	1422	1423	13671	698.158
MGG_14910T0	1156	1157	3	0.188429
MGG_05767T0	1783	1784	70	2.85143
MGG_01394T0	2415	2416	754	22.6795
MGG_00322T0	1897	1898	47	1.79954
MGG_09188T0	1586	1587	248	11.3562
MGG_09748T0	1329	1330	481	26.2817
MGG_01822T0	1074	1075	1894	128.036
MGG_10756T0	1541	1542	1	0.0471276
MGG_01264T0	2508	2509	825.579	23.9121
MGG_12339T0	3205	3206	190	4.30675
MGG_05214T0	1116	1117	1438	93.5547
MGG_15825T0	2361	2362	656	20.1829
MGG_05841T0	1470	1471	21	1.03745
MGG_12492T0	1587	1588	57	2.60846
MGG_06969T0	2859	2860	1176	29.8814
MGG_17667T0	276	277	0	0
MGG_06031T0	1491	1492	124	6.03966
MGG_07666T0	2621	2622	1335	37.0006
MGG_15138T0	2490	2491	528.659	15.4227
MGG_08434T0	3684	3685	111	2.189
MGG_08255T0	3210	3211	6465	146.315
MGG_05061T0	3116	3117	3986	92.9309
MGG_00499T0	1876	1877	1552.5	60.1072
MGG_10410T0	4816	4817	190.019	2.86669
MGG_15489T3	2484	2485	0	0
MGG_15489T0	2658	2659	32.323	0.883392
MGG_15489T2	2570	2571	41.8253	1.18221
MGG_15489T1	2658	2659	32.323	0.883392
MGG_03335T0	1203	1204	707	42.6729
MGG_17553T0	1783	1784	0	0
MGG_02598T0	832	833	631	55.0483
MGG_09323T0	2390	2391	19	0.577476
MGG_04368T0	2961	2962	88	2.15902
MGG_16784T0	687	688	2	0.211252
MGG_14985T0	696	697	0	0
MGG_14341T0	2448	2449	0	0
MGG_04921T0	1086	1087	3253	217.477
MGG_15892T0	237	238	0	0
MGG_12210T0	2376	2377	0	0
MGG_05910T0	1363	1364	347	18.4874
MGG_09728T1	1885	1886	64.4191	2.48218
MGG_09728T0	1871	1872	417.581	16.2104
MGG_09649T0	1023	1024	220	15.6129
MGG_08449T0	2312	2313	2	0.0628368
MGG_05089T0	3468	3469	4357	91.2731
MGG_17725T0	674	675	2	0.215321
MGG_03411T0	2322	2323	108	3.37858
MGG_05462T0	1534	1535	5352	253.377
MGG_06759T0	2654	2655	7410.79	202.843
MGG_17885T0	432	433	3.53819	0.593818
MGG_17235T0	702	703	0	0
MGG_08366T0	975	976	31	2.30819
MGG_02167T0	1962	1963	8	0.296162
MGG_16053T0	805	806	5463	492.556
MGG_01946T0	1569	1570	0	0
MGG_04164T0	908	909	756.821	60.5047
MGG_16439T0	1165	1166	0	0
MGG_05805T0	1692	1693	127	5.45138
MGG_04692T0	3345	3346	1314	28.5384
MGG_01652T0	1091	1092	964	64.1526
MGG_10206T0	339	340	1	0.213738
MGG_05118T0	1898	1899	1058	40.4874
MGG_05273T0	2708	2709	1260	33.8004
MGG_00510T0	1050	1051	1	0.0691444
MGG_16559T0	777	778	0	0
MGG_16049T0	813	814	0	0
MGG_07781T0	1856	1857	244	9.54855
MGG_11882T0	7062	7063	2649	27.2554
MGG_02978T0	1329	1330	0	0
MGG_13487T0	882	883	1506	123.944
MGG_16755T0	1290	1291	78	4.39064
MGG_11820T0	2824	2825	217	5.58214
MGG_09626T0	411	412	0	0
MGG_05358T0	927	928	599.245	46.9263
MGG_16869T0	1319	1320	171	9.41417
MGG_10343T0	1527	1528	0	0
MGG_02921T0	1247	1248	57.7453	3.36249
MGG_17095T0	384	385	20	3.7751
MGG_03523T0	2279	2280	1761	56.1286
MGG_15347T0	2826	2827	171	4.39572
MGG_16395T0	1962	1963	5441	201.427
MGG_16636T0	375	376	9	1.73946
MGG_04784T0	1896	1897	35.3307	1.35346
MGG_14549T0	495	496	1434	210.101
MGG_06683T0	1900	1901	610.655	23.3439
MGG_04543T0	2418	2419	10976	329.737
MGG_16146T0	357	358	243	49.3268
MGG_10936T0	1221	1222	0	0
MGG_01709T0	1623	1624	414.898	18.5659
MGG_15695T0	315	316	0	0
MGG_01669T0	2644	2645	610	16.7596
MGG_15682T0	2145	2146	13	0.440224
MGG_11860T0	5684	5685	405	5.17707
MGG_03264T0	1685	1686	598.852	25.812
MGG_06686T0	2805	2806	393.193	10.183
MGG_12513T0	1404	1405	339	17.5341
MGG_05402T0	3917	3918	214	3.96926
MGG_07375T0	4410	4411	2	0.0329498
MGG_04530T0	1060	1061	213	14.5889
MGG_02847T0	677	678	4166	446.529
MGG_00378T0	1851	1852	338	13.2628
MGG_03032T0	1002	1003	17	1.23171
MGG_14372T0	1560	1561	271	12.6161
MGG_05901T0	1945	1946	351	13.1076
MGG_17642T0	495	496	0	0
MGG_16337T0	414	415	93	16.2853
MGG_14744T0	1829	1830	1125	44.6746
MGG_08171T0	3446	3447	623	13.1343
MGG_05279T0	1471	1472	163	8.0471
MGG_02989T0	355	356	0	0
MGG_06658T0	1111	1112	5779.51	377.699
MGG_08980T0	2142	2143	1682	57.0379
MGG_03912T0	3181	3182	1412	32.2474
MGG_10970T0	2675	2676	6165	167.42
MGG_10641T0	663	664	0	0
MGG_04768T0	1958	1959	2621.36	97.2417
MGG_17133T0	207	208	1	0.349379
MGG_02975T0	860	861	56	4.72655
MGG_10159T0	321	322	767	173.101
MGG_06944T0	1338	1339	509	27.6247
MGG_13453T0	3786	3787	358	6.86985
MGG_13863T0	438	439	0	0
MGG_09131T0	1497	1498	24	1.16428
MGG_06956T0	648	649	61	6.83038
MGG_00737T0	453	454	39868	6381.58
MGG_15911T0	306	307	0	0
MGG_11512T0	2620	2621	1738	48.1884
MGG_09558T0	2115	2116	1014	34.8243
MGG_12860T0	2112	2113	658	22.6301
MGG_07283T0	4680	4681	2078	32.2602
MGG_06324T0	2623	2624	82166	2275.56
MGG_01204T0	3347	3348	3545	76.9468
MGG_04895T0	2899	2900	27436	687.515
MGG_04337T0	2585	2586	6526	183.391
MGG_16956T0	153	154	5	2.35944
MGG_10532T0	1387	1388	257	13.4556
MGG_07322T0	2023	2024	17	0.610377
MGG_07464T0	1813	1814	135	5.40824
MGG_06327T0	2647	2648	941	25.8245
MGG_04225T0	2117	2118	152	5.21528
MGG_17711T0	291	292	405	100.793
MGG_04107T0	1751	1752	308	12.7755
MGG_05254T0	2120	2121	731.173	25.0518
MGG_03323T0	4938	4939	2215	32.5908
MGG_14061T0	1953	1954	2670	99.2993
MGG_07075T0	1646	1647	4058	179.052
MGG_05452T0	498	499	40	5.82531
MGG_02306T0	1234	1235	31	1.82412
MGG_07310T0	3787	3788	5917	113.514
MGG_15573T0	930	931	31	2.41976
MGG_08061T0	2482	2483	481	14.0776
MGG_12890T0	3226	3227	3409	76.7693
MGG_02841T0	1925	1926	1548.81	58.4389
MGG_02835T0	1451	1452	4545	227.471
MGG_03847T0	977	978	136	10.1055
MGG_08873T0	2896	2897	352	8.82986
MGG_02368T0	2642	2643	948	26.0658
MGG_14633T0	2943	2944	890.777	21.9883
MGG_05384T0	4907	4908	215	3.18342
MGG_17833T0	252	253	1	0.287236
MGG_08312T0	3162	3163	3286	75.4967
MGG_04834T0	2225	2226	3897	127.223
MGG_04054T0	1219	1220	3942.76	234.855
MGG_17350T0	3490	3491	2726	56.7461
MGG_06842T0	3054	3055	0	0
MGG_02927T0	3162	3163	2544	58.4491
MGG_17225T0	288	289	0	0
MGG_16088T0	303	304	0	0
MGG_15327T0	1059	1060	235	16.111
MGG_15035T0	588	589	0	0
MGG_05337T0	2034	2035	236	8.42767
MGG_03598T0	2911	2912	3830	95.58
MGG_17755T0	381	382	0	0
MGG_03211T0	1759	1760	4743.51	195.861
MGG_05352T0	1215	1216	6251	373.573
MGG_08373T0	857	858	7	0.592885
MGG_05815T0	1261	1262	140	8.06173
MGG_17142T0	306	307	1	0.236713
MGG_16450T0	292	293	30	7.44069
MGG_06995T0	1707	1708	2182.01	92.8384
MGG_04155T0	2026	2027	1191.93	42.7324
MGG_00842T0	1034	1035	340	23.8725
MGG_07450T0	4328	4329	1840	30.888
MGG_05482T0	747	748	14	1.36015
MGG_00848T0	991	992	3481	255.007
MGG_17969T0	288	289	0	0
MGG_03576T0	666	667	5029	547.918
MGG_00382T0	1748	1749	180.969	7.51925
MGG_16786T0	168	169	0	0
MGG_03483T0	1182	1183	6474.94	397.751
MGG_09223T0	2337	2338	507	15.7588
MGG_05204T0	1376	1377	2539	133.995
MGG_17322T0	219	220	1	0.330322
MGG_05990T0	2149	2150	1935	65.4037
MGG_16815T1	1973	1974	1444.42	53.175
MGG_16815T0	2043	2044	4464.71	158.735
MGG_11466T0	3911	3912	1052.28	19.5476
MGG_09711T0	1611	1612	553	24.9299
MGG_00040T0	2771	2772	130.033	3.40896
MGG_16968T0	216	217	7	2.34422
MGG_01952T0	1670	1671	3323	144.515
MGG_07750T0	1287	1288	1	0.0564214
MGG_04453T0	1463	1464	431.863	21.437
MGG_04301T0	438	439	0	0
MGG_06285T0	3588	3589	3798	76.9026
MGG_16030T0	481	482	4.63604	0.698972
MGG_17768T0	750	751	0	0
MGG_18016T0	923	924	118	9.28046
MGG_06462T0	4420	4421	2568	42.2118
MGG_07752T0	2151	2152	48883	1650.73
MGG_03914T1	2179	2180	67.1465	2.23834
MGG_03914T0	932	933	10.8535	0.845375
MGG_08332T0	4625	4626	1023.43	16.0773
MGG_03074T0	1795	1796	1649	66.7228
MGG_09889T0	1610	1611	554	24.9904
MGG_09767T0	2912	2913	7999	199.551
MGG_15522T0	2226	2227	162	5.28633
MGG_07761T0	1520	1521	222	10.6068
MGG_07531T0	3481	3482	4649	97.0265
MGG_16774T0	150	151	7	3.36884
MGG_07057T0	1219	1220	2793.36	166.39
MGG_06294T0	492	493	1398	206.072
MGG_05611T0	243	244	340	101.263
MGG_05039T0	2966	2967	1328	32.5267
MGG_07123T0	4082	4083	6132	109.14
MGG_04513T0	1599	1600	2040	92.6552
MGG_09341T0	1374	1375	19	1.00418
MGG_05761T0	2087	2088	229.359	7.9826
MGG_15524T0	454	455	14	2.23602
MGG_03146T0	1743	1744	4392	183.01
MGG_15371T0	627	628	3	0.347153
MGG_03695T0	3411	3412	459.585	9.78851
MGG_00361T0	2143	2144	337	11.4226
MGG_09248T0	489	490	1366	202.588
MGG_00125T0	1998	1999	2884.99	104.88
MGG_01474T0	3465	3466	1057.87	22.1802
MGG_13347T0	2556	2557	465	13.2154
MGG_08046T0	2812	2813	674	17.412
MGG_17253T0	1152	1153	165	10.3995
MGG_08800T0	1695	1696	102	4.37053
MGG_03303T0	2529	2530	143.643	4.12595
MGG_02371T0	2010	2011	1045	37.7628
MGG_07873T0	1368	1369	0	0
MGG_07764T0	1442	1443	45	2.26624
MGG_05047T0	3773	3774	1296	24.9553
MGG_02999T0	1858	1859	1236	48.3169
MGG_17936T0	1548	1549	171	8.0224
MGG_00614T0	420	421	4	0.690458
MGG_01552T0	1787	1788	330.793	13.4446
MGG_09818T0	1593	1594	0	0
MGG_05567T0	1115	1116	140	9.1164
MGG_14184T0	1045	1046	0	0
MGG_04616T0	2593	2594	3983	111.584
MGG_07446T0	3265	3266	105	2.33632
MGG_17308T0	916	917	459.266	36.396
MGG_17308T1	1136	1137	692.513	44.2616
MGG_03384T0	3126	3127	16110	374.392
MGG_01780T0	5148	5149	2021.98	28.5374
MGG_10677T0	1350	1351	683	36.7388
MGG_08925T0	4618	4619	4371	68.769
MGG_01984T0	1455	1456	57	2.84494
MGG_05595T0	4488	4489	23	0.372338
MGG_17611T0	171	172	0	0
MGG_04141T0	2873	2874	488.482	12.3516
MGG_05267T0	387	388	1112	208.273
MGG_15139T0	4443	4444	1076.74	17.6074
MGG_01757T0	3791	3792	7663	146.855
MGG_01303T0	1929	1930	1266	47.669
MGG_15289T0	2693	2694	619.525	16.7117
MGG_13816T0	1828	1829	665.58	26.4452
MGG_06730T0	749	750	540	52.3229
MGG_03905T0	1471	1472	699	34.5087
MGG_16412T0	159	160	30	13.6258
MGG_03857T0	1952	1953	1757	65.3776
MGG_14638T0	588	589	41	5.05858
MGG_09160T0	3718	3719	1118	21.8462
MGG_02225T0	1849	1850	75.1692	2.95276
MGG_04924T0	2393	2394	2043.97	62.0453
MGG_15243T0	501	502	0	0
MGG_08628T0	1107	1108	601	39.418
MGG_01622T0	1884	1885	910.48	35.1009
MGG_03331T0	1298	1299	575	32.1676
MGG_10005T0	1596	1597	200	9.10091
MGG_03855T0	1157	1158	1990.79	124.933
MGG_02187T0	2720	2721	108	2.8844
MGG_05988T0	1864	1865	28	1.09104
MGG_04894T0	2094	2095	1480	51.3378
MGG_00389T0	432	433	4	0.671323
MGG_15479T0	2608	2609	192.837	5.37127
MGG_15063T0	1519	1520	82	3.9204
MGG_09665T0	1116	1117	0	0
MGG_00693T0	2463	2464	1529	45.0948
MGG_16017T0	255	256	622	176.567
MGG_15690T0	204	205	0	0
MGG_05069T0	1584	1585	153	7.01491
MGG_10181T0	4052	4053	23662	424.262
MGG_03761T0	5498	5499	210	2.77521
MGG_04656T0	2754	2755	2337	61.6448
MGG_07368T0	1893	1894	60	2.30214
MGG_04098T0	1239	1240	16	0.937687
MGG_00269T0	405	406	0	0
MGG_14472T0	1595	1596	468.498	21.3322
MGG_00155T0	3810	3811	403	7.68468
MGG_16931T0	243	244	0	0
MGG_10519T0	1703	1704	68	2.90001
MGG_04626T0	1099	1100	523.502	34.5848
MGG_03026T0	3014	3015	821	19.7886
MGG_14707T0	345	346	0	0
MGG_14689T0	1491	1492	128	6.23449
MGG_15607T0	2254	2255	3731	120.237
MGG_13290T0	1271	1272	376	21.4813
MGG_02419T0	7234	7235	6449	64.7759
MGG_15713T0	273	274	8	2.12177
MGG_05421T0	1146	1147	155	9.82037
MGG_03120T0	702	703	1079	111.539
MGG_09727T0	1890	1891	517	19.8682
MGG_06174T0	3330	3331	1615.37	35.2417
MGG_10425T0	1040	1041	0	0
MGG_13971T0	1447	1448	1170	58.7188
MGG_04476T0	1906	1907	663	25.2652
MGG_17999T0	201	202	0	0
MGG_07432T0	1395	1396	1	0.0520564
MGG_05621T0	802	803	281	25.4302
MGG_03292T0	2900	2901	810	20.2907
MGG_17786T0	397	398	0	0
MGG_07445T1	2730	2731	2415.99	64.2886
MGG_07445T0	1089	1090	35.0052	2.33381
MGG_00987T0	2408	2409	15345	462.903
MGG_08837T0	1296	1297	2149	120.408
MGG_02538T0	2080	2081	460	16.0637
MGG_16950T0	417	418	0	0
MGG_09979T0	1838	1839	18.0363	0.71273
MGG_08306T0	1612	1613	11	0.495585
MGG_06212T0	2889	2890	37	0.930387
MGG_06222T0	1641	1642	1	0.0442575
MGG_07031T0	1039	1040	3892	271.956
MGG_03538T0	5186	5187	2471	34.6191
MGG_05479T0	2046	2047	44	1.56205
MGG_14584T0	892	893	475	38.6547
MGG_12735T0	3441	3442	362	7.64289
MGG_16844T0	183	184	4	1.5798
MGG_15356T0	366	367	2	0.396026
MGG_01624T0	3532	3533	777	15.9822
MGG_06379T0	15261	15262	992	4.72346
MGG_06063T0	5425	5426	5968.88	79.9416
MGG_03712T0	1143	1144	13	0.825804
MGG_17820T0	1703	1704	340.3	14.5128
MGG_17820T1	1657	1658	199.11	8.72705
MGG_15053T0	4769	4770	4328	65.9369
MGG_01791T0	4021	4022	2536	45.8212
MGG_05608T0	881	882	752.421	61.9943
MGG_04568T0	2631	2632	267.491	7.38556
MGG_16344T0	270	271	0	0
MGG_04836T0	2489	2490	10870	317.241
MGG_02425T0	6431	6432	15862	179.214
MGG_12004T0	2117	2118	420	14.4106
MGG_04478T0	2519	2520	1807	52.1095
MGG_09395T0	3407	3408	46	0.980885
MGG_08506T0	501	502	0	0
MGG_18054T0	498	499	0	0
MGG_17683T0	3284	3285	1390	30.7496
MGG_16295T0	177	178	7	2.85784
MGG_16274T0	1243	1244	437	25.5282
MGG_01156T0	2832	2833	322.498	8.27256
MGG_01156T1	3816	3817	2749.5	52.347
MGG_15921T0	411	412	0	0
MGG_09910T0	2224	2225	18270	596.717
MGG_08994T0	1407	1408	36	1.85806
MGG_08482T0	429	430	0	0
MGG_09680T0	1473	1474	49	2.41578
MGG_06637T0	1974	1975	598	22.0036
MGG_07982T0	1952	1953	12	0.446518
MGG_01846T0	2439	2440	682	20.3121
MGG_16052T0	318	319	15	3.41712
MGG_08825T0	2214	2215	338	11.0893
MGG_01687T0	1620	1621	849.61	38.0887
MGG_08586T0	2175	2176	4290	143.271
MGG_10120T0	522	523	0	0
MGG_06408T0	1965	1966	5547.99	205.075
MGG_00367T0	492	493	48	7.07545
MGG_16861T0	2594	2595	354	9.91347
MGG_14594T0	1123	1124	3	0.193961
MGG_16343T0	321	322	0	0
MGG_08734T0	1116	1117	0	0
MGG_01935T0	2441	2442	104	3.09491
MGG_09091T0	1021	1022	11	0.782171
MGG_01779T0	2013	2014	2.01806	0.0728173
MGG_17296T0	507	508	0	0
MGG_08751T0	4329	4330	804	13.4936
MGG_02386T0	1967	1968	1371	50.6258
MGG_15719T0	1353	1354	26	1.39545
MGG_09470T0	453	454	5857	937.517
MGG_02976T0	3756	3757	184	3.55907
MGG_11140T0	4843	4844	633	9.49641
MGG_17564T0	168	169	0	0
MGG_17115T0	510	511	24	3.41311
MGG_14655T0	3924	3925	40	0.740594
MGG_14662T0	243	244	0	0
MGG_15325T0	4783	4784	14905	226.413
MGG_08168T0	3662	3663	980	19.4424
MGG_08308T0	1369	1370	2024	107.362
MGG_00965T0	573	574	796	100.777
MGG_01745T0	1617	1618	2773	124.546
MGG_05179T0	1269	1270	297.308	17.0123
MGG_05847T0	1752	1753	0	0
MGG_05058T0	270	271	62	16.6258
MGG_09170T0	5251	5252	9925	137.33
MGG_15813T0	333	334	1888	410.786
MGG_06556T0	921	922	228	17.9706
MGG_15891T0	270	271	6	1.60895
MGG_08698T0	3073	3074	42	0.992899
MGG_06409T0	1562	1563	342	15.9011
MGG_01454T0	2080	2081	188	6.56516
MGG_17206T0	468	469	1	0.154948
MGG_06710T0	1441	1442	686	34.5715
MGG_15792T0	2059	2060	40.5295	1.42976
MGG_07297T0	3055	3056	1156.52	27.5016
MGG_08616T0	4303	4304	433.502	7.31945
MGG_00730T0	2948	2949	763	18.8022
MGG_09198T0	2339	2340	113	3.50931
MGG_17575T0	189	190	4	1.52991
MGG_10746T0	1627	1628	57.9438	2.5865
MGG_13895T0	1206	1207	0	0
MGG_11948T0	819	820	0	0
MGG_11326T0	4057	4058	2128	38.1083
MGG_15378T0	318	319	25	5.6952
MGG_17375T0	279	280	9	2.33585
MGG_10686T0	5060	5061	1098	15.7662
MGG_03441T0	4027	4028	4167	75.1785
MGG_09599T0	594	595	9	1.09922
MGG_02837T0	3259	3260	564.62	12.5863
MGG_02837T1	2800	2801	680.38	17.6522
MGG_01212T0	1347	1348	252	13.5853
MGG_13711T0	1212	1213	1484	88.9063
MGG_15876T0	2741	2742	177	4.691
MGG_04174T0	2022	2023	5495.04	197.394
MGG_02924T0	2810	2811	1161	30.0145
MGG_11330T0	738	739	1532.19	150.671
MGG_15530T0	1564	1565	777	36.08
MGG_07553T0	1464	1465	0	0
MGG_03156T0	1786	1787	4202	170.88
MGG_00621T0	3899	3900	553	10.3043
MGG_15100T0	9565	9566	1	0.00759678
MGG_04693T0	1775	1776	1119	45.7875
MGG_15549T0	183	184	0	0
MGG_00199T0	6058	6059	11598	139.104
MGG_14202T0	3929	3930	1971.71	36.4594
MGG_14964T0	429	430	2	0.338004
MGG_14302T0	2217	2218	230	7.53574
