Id	Function_broad_final	Gene_name	Interpro.Description	label2	downreg_in_guy11_4h	downreg_in_guy11_24h	upreg_in_guy11_0h	upreg_in_guy11_4h	downreg_in_guy11_0h	upreg_in_guy11_24h	node_downreg_in_guy11_4h	node_downreg_in_guy11_24h	node_upreg_in_guy11_0h	node_upreg_in_guy11_4h	node_downreg_in_guy11_0h	node_upreg_in_guy11_24h
MGG_02055	transcription_factor	CONx4	Forkhead-associated (FHA) domain, Zinc finger C2H2 superfamily, Zinc finger C2H2-type	CONx4	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02061	signal_transduction		Protein kinase domain, Protein kinase-like domain superfamily, Serine/threonine-protein kinase, active site	MGG_02061#	Δmst12	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_02065	nlrs		Kinesin light chain, NB-ARC, Nucleoside phosphorylase domain, Nucleoside phosphorylase superfamily, P-loop containing nucleoside triphosphate hydrolase, Tetratricopeptide repeat, Tetratricopeptide-like helical domain superfamily	MGG_02065#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02071	binding_scaffold_other	regulator(circadian)	Cryptochrome/DNA photolyase class 1, Cryptochrome/DNA photolyase, FAD-binding domain, Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily, Cryptochrome/photolyase, N-terminal domain superfamily, DNA photolyase, N-terminal, Rossmann-like alpha/beta/alpha sandwich fold	regulator(circadian)	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02074	phosphatases		Cation-transporting P-type ATPase, C-terminal, Cation-transporting P-type ATPase, N-terminal, HAD superfamily, HAD-like superfamily, P-type ATPase, P-type ATPase, A domain superfamily, P-type ATPase, cytoplasmic domain N, P-type ATPase, phosphorylation site, P-type ATPase, subfamily IID, P-type ATPase, transmembrane domain superfamily	MGG_02074#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	0	0	0	1	1	0
MGG_02075	binding_scaffold_other		Sodium:neurotransmitter symporter, Sodium:neurotransmitter symporter superfamily	MGG_02075#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02088	signal_transduction		Cyclin PHO80-like	MGG_02088#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_02094	oxidoreductases		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_02094#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02096	cell_wall_enzymes		Glycoside hydrolase family 31, Glycoside hydrolase superfamily, Glycosyl hydrolase, all-beta	MGG_02096#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02105	signal_transduction		Hydroxylase/desaturase AsaB-like	MGG_02105#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02112	effector		Uncharacterized	MGG_02112#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_02119	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_02119#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02122	dna_rna_protein_binding		Leucine-rich repeat	MGG_02122#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_02124	transport		Potassium transporter	MGG_02124#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02129	transcription_factor		Zn(2)-C6 fungal-type DNA-binding domain superfamily	MGG_02129#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02130	effector		Alpha/Beta hydrolase fold, Carboxylesterase type B, active site, Carboxylesterase type B, conserved site, Carboxylesterase, type B	MGG_02130#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02142	cell_wall_enzymes		Chitin-binding, type 1, Endochitinase-like superfamily	MGG_02142#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δmst12	0	0	1	0	0	1
MGG_02154	effector	BAS4	Uncharacterized	BAS4	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02155	effector		Uncharacterized	MGG_02155#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02167	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_02167#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_02168	effector		Haem-dependent oxidative N-demethylase, alpha subunit-like	MGG_02168#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02201	effector		Aspartic peptidase A1 family, Aspartic peptidase domain superfamily, Aspartic peptidase, active site, Aspergillopepsin-like catalytic domain, Peptidase family A1 domain	MGG_02201#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02204	transport		MFS transporter superfamily, Major facilitator superfamily	MGG_02204#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02208	binding_scaffold_other		IFI6/IFI27-like domain superfamily	MGG_02208#	Not_DEG	Not_DEG	Δmst12	Δmst12	Not_DEG	Not_DEG	0	0	1	1	0	0
MGG_02210	signal_transduction		Bromoperoxidase/chloroperoxidase C-terminal, Phosphatidic acid phosphatase type 2/haloperoxidase, Phosphatidic acid phosphatase type 2/haloperoxidase superfamily, Vanadium chloroperoxidase, N-terminal	MGG_02210#	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Δmst12	0	0	1	0	0	1
MGG_02220	effector		Uncharacterized	MGG_02220#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02223	effector	BAS4a	Uncharacterized	BAS4a	Δmst12	Δmst12	Not_DEG	Not_DEG	Δmst12	Not_DEG	1	1	0	0	1	0
MGG_02234	effector		Uncharacterized	MGG_02234#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_02252	sln1_pathway	BUF1	NAD(P)-binding domain superfamily, Short-chain dehydrogenase/reductase SDR, Short-chain dehydrogenase/reductase, conserved site	BUF1	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02253	cell_wall_enzymes		Egh16-like virulence factor	MGG_02253#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02254	signal_transduction		S-adenosyl-L-methionine-dependent methyltransferase	MGG_02254#	Δmst12	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δbip1, Δmst12	1	0	1	0	0	1
MGG_02257	cell_wall_enzymes		Glycoside hydrolase superfamily, Uncharacterised protein family, glycosyl hydrolase catalytic domain	MGG_02257#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δmst12	0	0	1	0	0	1
MGG_02272	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group IV	MGG_02272#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02273	effector		Uncharacterized	MGG_02273#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_02294	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group IV	MGG_02294#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02296	effector		Uncharacterized	MGG_02296#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02303	signal_transduction		P-loop containing nucleoside triphosphate hydrolase, Phosphoribulokinase/uridine kinase	MGG_02303#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δbip1	0	0	1	0	0	1
MGG_02319	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_02319#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02328	transport		Amino acid/polyamine transporter I	MGG_02328#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02329	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_02329#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02338	effector		Uncharacterized	MGG_02338#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02339	effector		Cyanovirin-N superfamily	MGG_02339#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02340	cell_wall_enzymes		Glycosyl hydrolase, family 88, Six-hairpin glycosidase superfamily, Six-hairpin glycosidase-like superfamily	MGG_02340#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02348	transport		AAA+ ATPase domain, ABC transporter type 1, transmembrane domain, ABC transporter type 1, transmembrane domain superfamily, ABC transporter-like, ATP-binding domain, ABC transporter-like, conserved site, P-loop containing nucleoside triphosphate hydrolase, Type 1 protein exporter	MGG_02348#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02368	dna_rna_protein_binding		Galactose oxidase, central domain superfamily, Galactose oxidase-like, Early set domain, Galactose oxidase/kelch, beta-propeller, Immunoglobulin E-set, Immunoglobulin-like fold, Kelch repeat type 1	MGG_02368#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02370	mitochondria_related		Mitochondrial carrier domain superfamily, Mitochondrial carrier protein, Mitochondrial phosphate carrier protein Pic2/Mir1-like, Mitochondrial substrate/solute carrier	MGG_02370#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02386	binding_scaffold_other	ATG27	Autophagy-related protein 27, MRH domain	ATG27	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02392	translation_ribosome	nomutant40SribosomalproteinS30	Ribosomal protein S30	nomutant40SribosomalproteinS30	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02395	dna_rna_protein_binding		Leucine-rich repeat, Leucine-rich repeat domain superfamily, Leucine-rich repeat, typical subtype	MGG_02395#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_02401	transcription_factor		Zinc finger, HIT-type	MGG_02401#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	1	0	0	1	0
MGG_02407	binding_scaffold_other	ICT1	Heavy metal-associated domain superfamily, Heavy metal-associated domain, HMA, Heavy-metal-associated, conserved site	ICT1	Not_DEG	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	1	1	0	0
MGG_02410	transport		Band 7 domain, Band 7/SPFH domain superfamily, Band-7 stomatin-like, Stomatin/HflK/HflC family	MGG_02410#	Not_DEG	Not_DEG	Δbip1	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	1	1	0	1
MGG_02419	signal_transduction		Ras guanine nucleotide exchange factor domain superfamily, Ras guanine-nucleotide exchange factor, catalytic domain superfamily, Ras guanine-nucleotide exchange factors catalytic domain, Ras-like guanine nucleotide exchange factor, Ras-like guanine nucleotide exchange factor, N-terminal	MGG_02419#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Δbip1, Δmst12	Δbip1, Δmst12	0	0	0	1	1	1
MGG_02424	binding_scaffold_other		WLM domain	MGG_02424#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02425	cytoskeleton		Kinesin motor domain, Kinesin motor domain, conserved site, P-loop containing nucleoside triphosphate hydrolase	MGG_02425#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02429	transcription_factor		Methylated DNA-protein cysteine methyltransferase, DNA binding domain, Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding, Methylated-DNA-[protein]-cysteine S-methyltransferase, active site, Winged helix-like DNA-binding domain superfamily	MGG_02429#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02438	binding_scaffold_other		2EXR domain	MGG_02438#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02442	proteases_peptidases		Metalloenzyme, LuxS/M16 peptidase-like, Peptidase M16, C-terminal, Peptidase M16, N-terminal	MGG_02442#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02445	binding_scaffold_other		WW domain, WW domain superfamily	MGG_02445#	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_02446	ubiquitin_proteasome		Ubiquitin-conjugating enzyme E2, Ubiquitin-conjugating enzyme/RWD-like	MGG_02446#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_02447	transcription_factor		B-block binding subunit of TFIIIC, Transcription facto Tfc3-like, Transcription factor tau subunit sfc3/Tfc3, C-terminal, Zinc finger C2H2-type	MGG_02447#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02449	translation_ribosome		Aminoacyl-tRNA synthetase, class Ic, Rossmann-like alpha/beta/alpha sandwich fold, Tyrosine-tRNA ligase, Tyrosine-tRNA ligase, archaeal/eukaryotic-type	MGG_02449#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02451	transcription_factor	CYN1	Cro/C1-type helix-turn-helix domain, Cyanate hydratase, Cyanate lyase, C-terminal, Cyanate lyase, C-terminal domain superfamily, Lambda repressor-like, DNA-binding domain superfamily	CYN1	Δmst12	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	1	1	1	0	0	0
MGG_02453	translation_ribosome		Eukaryotic rRNA processing	MGG_02453#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Δbip1, Δmst12	Not_DEG	0	0	0	1	1	0
MGG_02454	transcription_factor		Zinc finger, MYND-type	MGG_02454#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02456	protein_folding_chaperones	NST1	Stress response protein NST1	NST1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_02460	dna_rna_protein_binding	YTM1	G-protein beta WD-40 repeat, NLE, WD repeat WDR12/Ytm1, WD40 repeat, WD40 repeat, conserved site, WD40-repeat-containing domain superfamily, WD40/YVTN repeat-like-containing domain superfamily	YTM1	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	1	0	0	1	0
MGG_02479	dna_rna_protein_binding		NTF2-like domain superfamily, Nuclear transport factor 2 domain, Nuclear transport factor 2, eukaryote	MGG_02479#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02481	mitochondria_related		Altered inheritance of mitochondria protein 21	MGG_02481#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02483	dna_rna_processing_and_repair		Ribonuclease H2 subunit B, Ribonuclease H2 subunit B, wHTH domain, Rnh202, triple barrel domain	MGG_02483#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02484	cell_division	DUO1	DASH complex subunit Duo1	DUO1	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02487	transport		Cation-transporting P-type ATPase, C-terminal, HAD superfamily, HAD-like superfamily, P-type ATPase, P-type ATPase, A domain superfamily, P-type ATPase, cytoplasmic domain N, P-type ATPase, phosphorylation site, P-type ATPase, subfamily IIB, P-type ATPase, transmembrane domain superfamily	MGG_02487#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_02488	binding_scaffold_other	HST1	DHS-like NAD/FAD-binding domain superfamily, Sirtuin family, Sirtuin family, catalytic core domain	HST1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02489	signal_transduction	BAT1	Aminotransferase class IV, Aminotransferase, class IV, conserved site, Aminotransferase-like, PLP-dependent enzymes, Branched-chain amino acid aminotransferase II, Branched-chain aminotransferase, Branched-chain-amino-acid aminotransferase-like, C-terminal, Branched-chain-amino-acid aminotransferase-like, N-terminal	BAT1	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02505	dna_rna_protein_binding	REI1	Matrin/U1-C-like, C2H2-type zinc finger, ZN622/Rei1/Reh1, zinc finger C2H2-type, Zinc finger C2H2 superfamily, Zinc finger C2H2-type, Zinc finger protein 622/Rei1/Reh1	REI1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02507	cell_wall_enzymes		Concanavalin A-like lectin/glucanase domain superfamily, Glycoside hydrolase, family 32, Glycoside hydrolase, family 32, active site, Glycosyl hydrolase family 32, C-terminal, Glycosyl hydrolase family 32, N-terminal, Glycosyl hydrolase, five-bladed beta-propellor domain superfamily	MGG_02507#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02508	binding_scaffold_other		Tyrosinase copper-binding domain, Uncharacterised domain, di-copper centre	MGG_02508#	Δmst12	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	1	0	1	0	0	0
MGG_02516	ubiquitin_proteasome		Cue5/Don1, CUE domain, UBA-like superfamily, Ubiquitin/proteasome component CUE	MGG_02516#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02522	cell_division		DASH complex subunit Dad2	MGG_02522#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02523	binding_scaffold_other		Shugoshin, C-terminal, Shugoshin, N-terminal coiled-coil domain	MGG_02523#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02524	vesicular_transport	VPS29	Calcineurin-like phosphoesterase domain, lpxH-type, Metallo-dependent phosphatase-like, Phosphodiesterase MJ0936/Vps29, Vacuolar protein sorting-associated protein 29	VPS29	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02526	dna_rna_protein_binding		Armadillo-like helical, Armadillo-type fold, Chromosome region maintenance repeat, Exportin-1, C-terminal, Exportin-1, repeat 2, Exportin-1, repeat 3, Exportin-1/5, Exportin-1/Importin-beta-like, Importin-beta, N-terminal domain	MGG_02526#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02530	transport		MFS transporter superfamily, Major facilitator superfamily domain, Major facilitator,  sugar transporter-like, Sugar transporter, conserved site, Sugar/inositol transporter	MGG_02530#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_02538	kinases		Glutamine synthetase, N-terminal domain superfamily, Glutamine synthetase, catalytic domain, Glutamine synthetase/guanido kinase, catalytic domain	MGG_02538#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02548	protein_folding_chaperones		ATPase, nucleotide binding domain, Heat shock protein 70 family	MGG_02548#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02568	ubiquitin_proteasome		Ubiquitin-conjugating enzyme E2, Ubiquitin-conjugating enzyme, active site, Ubiquitin-conjugating enzyme/RWD-like	MGG_02568#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02572	transport		AAA+ ATPase domain, ABC transporter-like, ATP-binding domain, ABC transporter-like, conserved site, Armadillo-like helical, Armadillo-type fold, Chromo-like domain superfamily, Chromo/chromo shadow domain, P-loop containing nucleoside triphosphate hydrolase	MGG_02572#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	1	0	0	1	0
MGG_02574	signal_transduction		Glycosyltransferase 2-like, Nucleotide-diphospho-sugar transferases	MGG_02574#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02583	transport		AAA+ ATPase domain, ABC transporter type 1, transmembrane domain, ABC transporter type 1, transmembrane domain superfamily, ABC transporter-like, ATP-binding domain, ABC transporter-like, conserved site, P-loop containing nucleoside triphosphate hydrolase, Type 1 protein exporter	MGG_02583#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_02591	effector		Uncharacterized	MGG_02591#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02595	transcription_factor	FZC7	Transcription factor domain, fungi, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	FZC7	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	1	1	0	0	1	0
MGG_02597	binding_scaffold_other		YjeF N-terminal domain, YjeF N-terminal domain superfamily, YjeF N-terminal domain-containing protein NAXE-like	MGG_02597#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02598	translation_ribosome		Ribosomal protein S16, Ribosomal protein S16 domain superfamily, Ribosomal protein S16, conserved site	MGG_02598#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_02605	mitochondria_related		Dimeric alpha-beta barrel, NIPSNAP	MGG_02605#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02620	translation_ribosome		Ribosomal protein L37ae/L37e, Ribosomal protein L37e, Ribosomal protein L37e, conserved site, Zinc-binding ribosomal protein	MGG_02620#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02625	protein_folding_chaperones	SOD1	Superoxide dismutase (Cu/Zn) / superoxide dismutase copper chaperone, Superoxide dismutase, copper/zinc binding domain, Superoxide dismutase, copper/zinc, binding site, Superoxide dismutase-like, copper/zinc binding domain superfamily	SOD1	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02632	transcription_factor	ZIP5/FCR3	Basic-leucine zipper domain, Double-stranded RNA-binding domain	ZIP5/FCR3	Not_DEG	Not_DEG	Δbip1	Δmst12	Not_DEG	Δbip1, Δmst12	0	0	1	1	0	1
MGG_02633	signal_transduction		CDP-alcohol phosphatidyltransferase, CDP-alcohol phosphotransferase, transmembrane domain, Choline/ethanolamine phosphotransferase	MGG_02633#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02634	dna_rna_protein_binding		Armadillo-like helical, Armadillo-type fold, Clathrin adaptor, appendage, Ig-like subdomain superfamily, Clathrin/coatomer adaptor, adaptin-like, N-terminal, Coatomer gamma subunit, Coatomer subunit gamma, C-terminal, Coatomer, gamma subunit, appendage domain superfamily, Coatomer, gamma subunit, appendage, Ig-like subdomain, Coatomer/calthrin adaptor appendage, C-terminal subdomain, TBP domain superfamily	MGG_02634#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_02659	translation_ribosome		KOW, Ribosomal protein L14, Ribosomal protein L14, KOW motif, Ribosomal protein L14e domain, Ribosomal protein L2, domain 2, Translation protein SH3-like domain superfamily	MGG_02659#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_02665	kinases	HIK9/PAS1	CheY-like superfamily, Histidine kinase domain, Histidine kinase/HSP90-like ATPase, Histidine kinase/HSP90-like ATPase superfamily, PAS domain, PAS domain superfamily, Signal transduction histidine kinase, dimerisation/phosphoacceptor domain, Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily, Signal transduction histidine kinase-related protein, C-terminal, Signal transduction response regulator, receiver domain	HIK9/PAS1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_02668	mitochondria_related		Mitochondrial pyruvate carrier	MGG_02668#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_02671	binding_scaffold_other		Putative redox protein Fmp46, Thioredoxin-like superfamily	MGG_02671#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_02688	cell_division		Rad21/Rec8-like protein, Rad21/Rec8-like protein, N-terminal	MGG_02688#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_02696	translation_ribosome	HEX1	Hex1, S1 domain, Nucleic acid-binding, OB-fold, Ribosomal protein L2, domain 2, Translation elongation factor IF5A-like, Translation protein SH3-like domain superfamily	HEX1	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	1	0	1	0	0	0
MGG_02705	binding_scaffold_other		EGF-like domain	MGG_02705#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
