target_id	length	eff_length	est_counts	tpm
MGG_02650T0	2017	2018	3	0.114204
MGG_17957T0	318	319	9	2.16738
MGG_17743T0	1394	1395	1005	55.3445
MGG_17730T0	4171	4172	775.429	14.2784
MGG_07116T0	8622	8623	1642.11	14.6294
MGG_17422T0	267	268	8	2.29318
MGG_15286T0	276	277	26	7.21068
MGG_06417T0	2071	2072	1549	57.4307
MGG_05367T0	2577	2578	632	18.8329
MGG_04100T0	6184	6185	6480	80.4856
MGG_01123T0	4087	4088	301.689	5.66933
MGG_15917T0	366	367	0	0
MGG_10019T0	1695	1696	748	33.8812
MGG_17918T0	519	520	4	0.590934
MGG_02060T0	1338	1339	0	0
MGG_08541T0	1658	1659	143	6.62174
MGG_06976T0	684	685	16	1.79437
MGG_03569T0	2572	2573	6668	199.085
MGG_02256T0	1472	1473	10	0.521531
MGG_14135T0	1494	1495	93	4.77886
MGG_11730T0	973	974	4	0.315489
MGG_09305T0	1572	1573	5	0.244188
MGG_16037T0	261	262	2	0.586424
MGG_08866T0	2624	2625	5715	167.251
MGG_01983T0	2057	2058	3	0.111985
MGG_07963T0	2819	2820	2246	61.1848
MGG_00580T0	630	631	9	1.09571
MGG_07705T0	7599	7600	2273	22.9757
MGG_07470T0	2457	2458	1435	44.849
MGG_07919T0	693	694	41	4.53845
MGG_17824T0	1196	1197	32.8722	2.10968
MGG_03932T0	1545	1546	1084.81	53.905
MGG_07812T0	768	769	0	0
MGG_10361T0	792	793	135	13.0781
MGG_11098T0	1719	1720	3	0.133991
MGG_04560T0	2275	2276	1775	59.9113
MGG_12523T0	3498	3499	1149	25.2266
MGG_08750T0	1387	1388	94	5.20261
MGG_01350T0	3415	3416	50	1.12444
MGG_09014T0	1611	1612	219	10.4367
MGG_03698T0	1970	1971	685	26.6985
MGG_16485T0	261	262	0	0
MGG_06634T0	3162	3163	1099	26.692
MGG_01588T0	1533	1534	5909	295.918
MGG_03678T0	2517	2518	1039.86	31.7251
MGG_05972T0	681	682	0	0
MGG_12158T0	4982	4983	3341	51.5072
MGG_09506T0	3008	3009	3476	88.7443
MGG_01485T0	3648	3649	8662	182.359
MGG_11776T0	1497	1498	1440	73.8471
MGG_13994T0	3014	3015	236.089	6.01549
MGG_02716T0	8456	8457	5453.4	49.5375
MGG_11907T0	2215	2216	1638	56.7841
MGG_04351T0	1411	1412	849.312	46.2078
MGG_05314T0	2033	2034	1101.89	41.6171
MGG_10604T0	518	519	4201	621.825
MGG_05756T0	2501	2502	809.727	24.8619
MGG_06154T0	1737	1738	11192	494.699
MGG_08830T0	1373	1374	1444	80.7352
MGG_03636T0	1415	1416	199	10.7962
MGG_04026T0	1375	1376	972	54.2663
MGG_04837T0	2075	2076	2416	89.403
MGG_17035T3	4787	4788	9.47302	0.151991
MGG_17035T0	3780	3781	76.4101	1.55248
MGG_17035T2	3784	3785	300.598	6.10103
MGG_17035T1	4479	4480	402.707	6.90549
MGG_06007T0	1569	1570	590	28.8692
MGG_15146T0	1800	1801	1369	58.3946
MGG_06459T0	3559	3560	234.309	5.05616
MGG_01364T0	3036	3037	548	13.8618
MGG_04531T0	2282	2283	1056	35.5337
MGG_15235T0	491	492	16	2.49826
MGG_00139T0	2794	2795	2987	82.0987
MGG_16487T0	544	545	39	5.49732
MGG_10898T0	1317	1318	14.9542	0.871627
MGG_04928T0	690	691	1.06479	0.118377
MGG_01428T0	1926	1927	2456.62	97.9352
MGG_15344T0	5163	5164	225	3.34718
MGG_09373T0	3052	3053	1262	31.7552
MGG_09773T0	1494	1495	6.05763	0.311275
MGG_07924T0	1701	1702	72	3.24979
MGG_17859T0	327	328	0	0
MGG_00423T0	1107	1108	0	0
MGG_06716T0	658	659	379	44.1811
MGG_02689T0	2700	2701	2748	78.1583
MGG_09951T0	1551	1552	62.3535	3.0864
MGG_06588T0	2330	2331	97	3.19678
MGG_17282T0	833	834	22	2.02647
MGG_08450T0	2502	2503	4	0.122767
MGG_01047T0	2049	2050	658	24.6578
MGG_03170T0	2871	2872	598	15.9956
MGG_04937T0	507	508	68	10.2832
MGG_15868T0	1692	1693	342	15.5186
MGG_06878T0	3234	3235	2212	52.5283
MGG_05354T0	1065	1066	7	0.504456
MGG_02803T0	587	588	754	98.5092
MGG_01243T0	1748	1749	844	37.0711
MGG_13277T0	858	859	56	5.00815
MGG_09276T0	2998	2999	8122	208.051
MGG_09474T0	504	505	102	15.5164
MGG_00170T0	1589	1590	4467	215.825
MGG_05037T0	1131	1132	7	0.475045
MGG_05175T0	1580	1581	263	12.7793
MGG_03140T0	3448	3449	346	7.70665
MGG_14760T0	620	621	1	0.123706
MGG_09555T0	2604	2605	539	15.8951
MGG_06035T0	657	658	333	38.8777
MGG_17294T0	1449	1450	9.44605	0.500455
MGG_06254T0	3848	3849	830	16.5658
MGG_17795T0	2556	2557	791	23.7645
MGG_10113T0	1032	1033	0	0
MGG_06794T0	1815	1816	677	28.6388
MGG_08936T0	4286	4287	144.001	2.58044
MGG_16011T0	177	178	0	0
MGG_07732T0	1725	1726	38	1.69132
MGG_02958T0	3813	3814	1569	31.6028
MGG_08401T0	690	691	0	0
MGG_03172T0	2127	2128	551	19.8913
MGG_13261T0	1843	1844	7.20897	0.300328
MGG_06930T0	2362	2363	2638.88	85.7904
MGG_17931T0	368	369	7	1.45732
MGG_09212T0	1881	1882	355.444	14.5089
MGG_18138T0	459	460	474	79.1595
MGG_05468T0	1761	1762	0	0
MGG_04957T0	4265	4266	1918	34.5391
MGG_11925T0	3773	3774	38	0.773507
MGG_08361T0	1587	1588	46	2.22531
MGG_03094T0	2191	2192	113.336	3.97199
MGG_03463T0	3302	3303	654	15.2108
MGG_00578T0	2015	2016	186	7.0877
MGG_02335T0	891	892	0	0
MGG_16588T0	258	259	0	0
MGG_10409T0	1092	1093	654	45.9664
MGG_06659T0	1614	1615	421	20.0259
MGG_03223T0	7260	7261	4380.45	46.3452
MGG_05699T0	3971	3972	1410	27.2705
MGG_16625T0	219	220	1	0.349189
MGG_17758T0	456	457	0	0
MGG_11496T0	1913	1914	217	8.70965
MGG_01178T0	3161	3162	1205	29.2757
MGG_05832T0	1236	1237	11	0.683134
MGG_01258T0	3210	3211	1716.84	41.0744
MGG_02244T1	1351	1352	56	3.18195
MGG_02244T0	1485	1486	0	0
MGG_05713T0	2220	2221	3321	114.869
MGG_15712T0	589	590	2	0.260412
MGG_02866T0	3207	3208	797.764	19.1039
MGG_01790T0	1991	1992	1357	52.3327
MGG_00874T0	663	664	105	12.148
MGG_03947T0	2918	2919	7853	206.673
MGG_04156T0	2085	2086	3659	134.751
MGG_06648T0	3641	3642	2104	44.3801
MGG_16357T0	264	265	0	0
MGG_04320T0	2239	2240	129.008	4.42438
MGG_01063T0	3446	3447	3548	79.0724
MGG_06256T0	2392	2393	211	6.77365
MGG_03691T0	1147	1148	20618	1379.71
MGG_10993T0	1900	1901	92	3.71782
MGG_05577T0	1986	1987	11	0.425283
MGG_09444T0	1320	1321	102	5.93171
MGG_07165T0	1237	1238	2091	129.753
MGG_11786T0	2262	2263	246	8.3509
MGG_06800T0	897	898	8	0.684378
MGG_09531T0	3489	3490	2373	52.2342
MGG_07091T0	4069	4070	415.438	7.84142
MGG_01609T0	996	997	85135.1	6559.88
MGG_02435T0	1191	1192	1550	99.8937
MGG_12603T0	1278	1279	1286	77.2419
MGG_06742T0	2951	2952	1731	45.0467
MGG_15154T0	492	493	10173	1585.2
MGG_05968T0	1710	1711	69.2882	3.11094
MGG_01399T0	753	754	67	6.82631
MGG_08232T0	1182	1183	178	11.5589
MGG_17944T0	780	781	465	45.7388
MGG_04464T0	3222	3223	13095	312.125
MGG_08230T0	402	403	0	0
MGG_16171T0	564	565	0	0
MGG_08890T0	2469	2470	33	1.02636
MGG_01539T0	213	214	1032	370.466
MGG_09518T0	3323	3324	4362	100.811
MGG_02920T0	1821	1822	2016	85.0012
MGG_11649T0	3780	3781	2834	57.5806
MGG_16377T0	2784	2785	2299	63.4157
MGG_16476T0	516	517	0	0
MGG_18021T0	1166	1167	454.022	29.8874
MGG_18021T1	1216	1217	177.724	11.2186
MGG_14324T0	2971	2972	6	0.15509
MGG_13043T0	255	256	0	0
MGG_04996T0	2767	2768	300.973	8.35303
MGG_05723T0	2485	2486	841	25.9883
MGG_01703T0	3421	3422	5147	115.547
MGG_09416T0	1152	1153	17	1.13267
MGG_15655T0	833	834	128	11.7903
MGG_01113T0	995	996	2607	201.078
MGG_05659T0	3975	3976	715.367	13.8218
MGG_02481T0	3947	3948	9623	187.248
MGG_10420T0	2473	2474	1868	58.0043
MGG_14764T0	9432	9433	258	2.10113
MGG_04934T0	3397	3398	399	9.02053
MGG_05105T0	954	955	350	28.1545
MGG_17942T0	3429	3430	2109	47.2351
MGG_16299T0	5068	5069	1434	21.7325
MGG_00321T0	1005	1006	9	0.68727
MGG_00924T0	4391	4392	2521	44.0954
MGG_02810T0	4454	4455	9	0.155195
MGG_04739T0	3696	3697	3886	80.7488
MGG_18045T0	264	265	6	1.73935
MGG_00840T0	2126	2127	818	29.5439
MGG_01888T0	2008	2009	54	2.06489
MGG_00261T0	3275	3276	2594	60.8287
MGG_01382T0	1516	1517	888	44.9687
MGG_02671T0	1494	1495	1348	69.2678
MGG_14727T0	1182	1183	178	11.5589
MGG_13149T0	3718	3719	2237	46.2086
MGG_08379T0	1542	1543	0	0
MGG_05934T0	2717	2718	3120	88.1836
MGG_06446T0	2255	2256	2476	84.3129
MGG_03642T0	1693	1694	27.2931	1.23772
MGG_03998T0	1394	1395	98.1173	5.40324
MGG_06991T0	2122	2123	626.551	22.672
MGG_01705T0	1823	1824	1305	54.9627
MGG_08759T0	1233	1234	3	0.186762
MGG_05698T0	1068	1069	211	15.1631
MGG_01537T0	7517	7518	326	3.33118
MGG_12231T0	1494	1495	0	0
MGG_06214T0	4184	4185	2076	38.1079
MGG_16106T0	571	572	13	1.74594
MGG_14948T0	858	859	27	2.41465
MGG_02313T0	9897	9898	1	0.00776131
MGG_05427T0	1313	1314	4651	271.915
MGG_03896T0	1446	1447	349	18.5285
MGG_16165T0	237	238	0	0
MGG_14560T0	393	394	3	0.584935
MGG_12676T0	1149	1150	1	0.0668013
MGG_07024T0	735	736	6266	654.026
MGG_17671T0	1006	1007	23	1.75461
MGG_08177T0	2043	2044	1231	46.2658
MGG_09955T0	1131	1132	197	13.3691
MGG_09846T0	3220	3221	45	1.07326
MGG_09346T0	756	757	420	42.6222
MGG_14349T0	1753	1754	96	4.2046
MGG_06657T0	882	883	3493	303.893
MGG_16200T0	270	271	0	0
MGG_15569T0	520	521	85	12.5333
MGG_18043T0	1233	1234	0	0
MGG_07913T0	5566	5567	1832	25.2806
MGG_08428T0	336	337	2	0.455914
MGG_00298T0	1530	1531	251	12.5945
MGG_04448T0	1204	1205	17.2935	1.1025
MGG_00013T0	528	529	0	0
MGG_09240T0	2637	2638	647	18.8414
MGG_08682T0	684	685	1	0.112148
MGG_06439T0	3496	3497	5447	119.659
MGG_06426T0	5808	5809	1977	26.145
MGG_00318T0	3121	3122	1554	38.2385
MGG_12400T0	505	506	6	0.910927
MGG_07112T0	2770	2771	621	17.2162
MGG_16893T0	282	283	8	2.17163
MGG_00747T0	1687	1688	622.558	28.3328
MGG_15896T0	216	217	0	0
MGG_16150T0	225	226	23	7.81812
MGG_14575T0	2751	2752	152	4.24305
MGG_15643T0	590	591	23	2.98967
MGG_11285T0	741	742	19	1.96713
MGG_06917T0	2296	2297	2752	92.0386
MGG_15741T0	573	574	96	12.8482
MGG_17741T0	204	205	2	0.749478
MGG_16014T0	765	766	0	0
MGG_04439T0	1037	1038	1927	142.616
MGG_10961T0	4338	4339	80	1.41639
MGG_05276T0	1653	1654	452	20.9935
MGG_00771T0	4841	4842	84	1.33271
MGG_13736T0	816	817	3619	340.29
MGG_00333T0	2732	2733	678.152	19.0621
MGG_02405T0	3317	3318	5825	134.866
MGG_06903T0	1480	1481	427	22.1491
MGG_06017T0	1229	1230	1073.55	67.0499
MGG_07231T0	1501	1502	167	8.5414
MGG_06618T0	2329	2330	87.4565	2.88349
MGG_14881T0	1247	1248	0	0
MGG_10333T1	1327	1328	48.7085	2.81767
MGG_10333T0	1897	1898	38.2915	1.54985
MGG_02099T0	3460	3461	1780	39.5095
MGG_17388T0	309	310	13	3.22155
MGG_09249T0	2591	2592	1421	42.1155
MGG_00613T0	1615	1616	892	42.4039
MGG_02766T1	2215	2216	1011.8	35.0759
MGG_02766T0	1899	1900	349.198	14.1189
MGG_03101T0	2474	2475	2747	85.2641
MGG_04388T0	2542	2543	1860	56.1887
MGG_04843T0	3476	3477	1614	35.66
MGG_02760T0	1109	1110	413	28.5831
MGG_12093T0	2147	2148	1579	56.4717
MGG_11468T0	1069	1070	226	16.2258
MGG_15106T0	450	451	12	2.04403
MGG_06351T0	3798	3799	2056.87	41.5931
MGG_09314T0	1438	1439	1	0.0533853
MGG_17865T0	260	261	0	0
MGG_01434T0	2665	2666	1424	41.0329
MGG_01993T0	306	307	2	0.500466
MGG_14052T0	693	694	23	2.54596
MGG_07833T0	2837	2838	511	13.8322
MGG_00126T0	3896	3897	58	1.14335
MGG_10585T0	1008	1009	6	0.456818
MGG_01337T0	2345	2346	374	12.2469
MGG_01704T0	1944	1945	1033	40.8003
MGG_08846T0	2137	2138	46	1.65285
MGG_01152T0	806	807	12.0392	1.14606
MGG_01865T0	2167	2168	81	2.87018
MGG_00305T0	597	598	0	0
MGG_02634T0	3110	3111	2923	72.1791
MGG_15596T0	505	506	0	0
MGG_17069T0	906	907	22	1.86337
MGG_00588T0	1549	1550	1260.33	62.4646
MGG_15649T0	459	460	22	3.67407
MGG_04644T0	2118	2119	282	10.2235
MGG_15332T0	276	277	0	0
MGG_06779T0	1071	1072	178	12.7558
MGG_16187T0	827	828	45	4.17508
MGG_09737T0	1827	1828	81	3.40402
MGG_04514T0	1952	1953	992.706	39.0482
MGG_04824T0	559	560	24	3.29235
MGG_13012T0	1116	1117	331	22.7645
MGG_13121T0	2184	2185	950	33.4006
MGG_00523T0	2583	2584	349	10.3757
MGG_04010T0	342	343	745	166.857
MGG_17772T0	510	511	0	0
MGG_01362T0	2280	2281	2595	87.3966
MGG_02398T0	4213	4214	18491	337.092
MGG_17207T0	288	289	0	0
MGG_10380T0	1869	1870	3862	158.655
MGG_14098T0	2575	2576	0	0
MGG_17507T0	814	815	0	0
MGG_07006T0	1308	1309	1421.23	83.4078
MGG_17919T0	198	199	2	0.772075
MGG_09957T0	309	310	6	1.48687
MGG_08941T0	799	800	16	1.53643
MGG_00758T0	2328	2329	1458.48	48.1075
MGG_16176T0	629	630	2.27302	0.27717
MGG_15027T0	2406	2407	672	21.4475
MGG_08426T0	1563	1564	41	2.01386
MGG_13001T0	1889	1890	263.235	10.6995
MGG_05212T0	3266	3267	1541	36.2357
MGG_16296T0	171	172	4	1.78655
MGG_16262T0	201	202	9	3.42274
MGG_18024T0	471	472	0	0
MGG_09464T0	1593	1594	1790.62	86.2973
MGG_17858T0	1448	1449	45	2.38576
MGG_09268T0	1584	1585	1220	59.1307
MGG_03449T0	2418	2419	4026	127.856
MGG_05025T0	2372	2373	285	9.22635
MGG_12612T0	1926	1927	55	2.19262
MGG_17012T0	2301	2302	1	0.0333716
MGG_14093T0	507	508	0	0
MGG_15645T2	1013	1014	997.452	75.5678
MGG_15645T0	1025	1026	841.598	63.0145
MGG_15645T1	1334	1335	272.949	15.7066
MGG_04077T0	3039	3040	4	0.101081
MGG_17112T0	231	232	0	0
MGG_11397T0	537	538	48	6.85396
MGG_16486T0	7149	7150	50.9151	0.547045
MGG_03214T0	1544	1545	2000	99.4453
MGG_15750T0	1296	1297	114	6.75224
MGG_09162T0	2364	2365	7	0.227379
MGG_00835T0	1509	1510	1437	73.1076
MGG_09404T0	2110	2111	2868.93	104.403
MGG_17058T0	1786	1787	2902	124.754
MGG_07187T0	7035	7036	1299	14.1829
MGG_04189T0	4376	4377	706	12.3911
MGG_15591T0	516	517	29	4.30914
MGG_05419T0	2902	2903	3	0.0793884
MGG_05309T0	2725	2726	2901.61	81.7703
MGG_14230T0	1410	1411	59	3.21224
MGG_07018T0	874	875	1134	99.5606
MGG_03844T0	1717	1718	38	1.69919
MGG_07716T0	1823	1824	5864	246.974
MGG_05322T0	2418	2419	345.918	10.9855
MGG_15376T0	441	442	1	0.173804
MGG_00402T0	1186	1187	6	0.388314
MGG_00954T0	501	502	1	0.153031
MGG_03137T0	2830	2831	1897	51.4766
MGG_14548T0	1784	1785	222	9.55427
MGG_13360T0	1980	1981	273	10.5867
MGG_09282T0	3051	3052	182	4.5811
MGG_09297T0	1719	1720	817	36.4902
MGG_13872T0	486	487	19.8066	3.12438
MGG_06496T0	4369	4370	2007	35.2816
MGG_17270T0	743	744	19.3907	2.00218
MGG_14619T0	622	623	3	0.369927
MGG_08856T0	2130	2131	1409	50.7937
MGG_01678T0	793	794	8229.26	796.202
MGG_16078T0	741	742	1	0.103533
MGG_14929T0	729	730	25	2.63087
MGG_15562T0	336	337	1	0.227957
MGG_15074T0	900	901	355	30.2682
MGG_11879T0	1517	1518	232.035	11.7426
MGG_06880T0	1681	1682	428.787	19.5839
MGG_02755T0	4513	4514	2141	36.4366
MGG_08642T0	3049	3050	1576	39.6953
MGG_14901T0	2438	2439	1340	42.2061
MGG_16882T0	186	187	5	2.05405
MGG_09888T0	1864	1865	1241	51.1182
MGG_11781T0	1545	1546	446	22.162
MGG_08973T0	1672	1673	2194.34	100.761
MGG_08973T1	1869	1870	99.6594	4.09411
MGG_10531T0	435	436	4	0.704784
MGG_16604T0	180	181	0	0
MGG_12868T0	1786	1787	1935.37	83.1998
MGG_02908T0	2106	2107	2376	86.6293
MGG_17138T0	324	325	22	5.20022
MGG_10346T0	786	787	0	0
MGG_00409T0	734	735	376	39.2992
MGG_11312T0	1548	1549	458.606	22.7442
MGG_16083T0	261	262	0	0
MGG_14958T0	351	352	0	0
MGG_07089T0	2323	2324	1176	38.8735
MGG_12652T0	2990	2991	2035	52.2674
MGG_09379T0	357	358	0	0
MGG_06114T0	810	811	51	4.83094
MGG_04795T0	348	349	0	0
MGG_00923T0	2107	2108	424	15.4518
MGG_15323T0	3997	3998	2077	39.9095
MGG_18118T0	686	687	10	1.11822
MGG_06875T0	642	643	7612	909.433
MGG_12724T0	2466	2467	1361	42.381
MGG_01912T0	2605	2606	3	0.0884361
MGG_14073T0	1791	1792	0	0
MGG_00158T0	1455	1456	0	0
MGG_12628T0	1365	1366	1656	93.1306
MGG_00654T0	3455	3456	1879	41.7672
MGG_00178T0	1137	1138	1251	84.4496
MGG_05196T0	2730	2731	2697	75.8651
MGG_00790T0	1452	1453	131	6.92609
MGG_10692T0	2314	2315	346	11.4817
MGG_16852T1	3096	3097	96.4228	2.39178
MGG_16852T0	2763	2764	18.5772	0.516327
MGG_16163T0	177	178	0	0
MGG_04502T0	1446	1447	838	44.4896
MGG_06858T0	1152	1153	336	22.3868
MGG_10142T0	3868	3869	1304.05	25.8927
MGG_07448T0	990	991	2	0.155038
MGG_02855T0	1965	1966	919	35.9099
MGG_08261T0	3259	3260	2523	59.4542
MGG_15833T0	540	541	43	6.10596
MGG_15628T1	765	766	0	0
MGG_15628T0	781	782	288.062	28.2984
MGG_13744T0	1292	1293	4277	254.111
MGG_03854T0	4287	4288	439.042	7.86564
MGG_15768T0	1411	1412	69	3.75402
MGG_08776T0	2671	2672	2	0.0575011
MGG_16075T0	177	178	1	0.431581
MGG_00082T0	3324	3325	1631	37.683
MGG_00933T0	2984	2985	79	2.03313
MGG_05390T0	1497	1498	32	1.64105
MGG_16710T0	1983	1984	64	2.47811
MGG_00664T0	2114	2115	373.747	13.5753
MGG_10668T0	2102	2103	1336	48.8034
MGG_08772T0	991	992	116	8.98316
MGG_02474T0	3909	3910	2122	41.6919
MGG_04815T0	923	924	0	0
MGG_17297T0	369	370	0	0
MGG_17510T0	273	274	5	1.40185
MGG_15622T0	1890	1891	263.088	10.6879
MGG_00015T0	904	905	19	1.61283
MGG_13218T0	2497	2498	295.542	9.08886
MGG_11552T0	829	830	11	1.01812
MGG_07493T0	3547	3548	5279	114.301
MGG_07477T0	2152	2153	325.716	11.6219
MGG_06500T0	3081	3082	900	22.4333
MGG_14969T0	2883	2884	1166	31.0589
MGG_07137T0	1745	1746	1792.41	78.8636
MGG_13907T0	1743	1744	2732	120.342
MGG_09368T0	825	826	42	3.90618
MGG_16745T0	186	187	3	1.23243
MGG_10001T0	1632	1633	7	0.329302
MGG_14424T0	204	205	0	0
MGG_09054T0	921	922	404	33.6615
MGG_08501T0	1645	1646	39	1.82019
MGG_07025T0	2407	2408	2553	81.4474
MGG_08935T0	4616	4617	1286	21.3975
MGG_06362T0	1188	1189	8065	521.081
MGG_01124T0	1282	1283	1966.31	117.736
MGG_17572T0	345	346	12	2.66433
MGG_13029T0	1205	1206	176.308	11.2307
MGG_07730T0	1080	1081	85	6.04054
MGG_07184T0	653	654	73	8.57488
MGG_16948T0	267	268	1	0.286647
MGG_13985T0	450	451	13	2.21437
MGG_04673T0	1445	1446	8	0.425015
MGG_07572T0	1926	1927	0	0
MGG_11584T0	1590	1591	5	0.241425
MGG_06422T0	3330	3331	3814	87.9607
MGG_05177T0	1543	1544	298	14.8269
MGG_01482T0	1791	1792	232	9.94564
MGG_16193T0	459	460	1	0.167003
MGG_05434T0	1779	1780	284	12.2569
MGG_02508T0	887	888	149	12.8901
MGG_15497T0	450	451	0	0
MGG_05448T0	2113	2114	1793	65.1565
MGG_04873T0	603	604	3217.85	409.271
MGG_17319T0	555	556	4	0.552673
MGG_15141T0	697	698	36	3.96214
MGG_09168T0	732	733	0	0
MGG_14647T0	1863	1864	183	7.54202
MGG_08531T0	834	835	0	0
MGG_07270T0	2532	2533	4533	137.478
MGG_06905T0	5485	5486	10506	147.117
MGG_00722T0	4877	4878	199	3.13396
MGG_02188T0	1680	1681	0	0
MGG_02849T0	1404	1405	7804	426.701
MGG_18110T0	816	817	1	0.0940287
MGG_08384T0	1734	1735	0	0
MGG_08335T0	1540	1541	2807	139.934
MGG_04922T0	1960	1961	125	4.89683
MGG_02923T0	3501	3502	2109	46.264
MGG_09275T0	5908	5909	101.09	1.31425
MGG_09275T1	5269	5270	9265.91	135.07
MGG_17855T0	669	670	0	0
MGG_09075T0	830	831	537	49.6428
MGG_08488T0	2708	2709	8.37708	0.237556
MGG_16714T0	541	542	2	0.283474
MGG_15899T0	189	190	1945	786.409
MGG_07491T0	966	967	129	10.2482
MGG_09866T0	2580	2581	692	20.5968
MGG_08914T0	3863	3864	29.2579	0.581685
MGG_16400T0	2184	2185	18.8687	0.663395
MGG_01768T0	3263	3264	12617	296.954
MGG_11809T0	3137	3138	465	11.3837
MGG_07117T1	2901	2902	8595.85	227.549
MGG_07117T0	2986	2987	2046.15	52.6241
MGG_06768T0	3441	3442	2740	61.1537
MGG_02954T0	3776	3777	4455	90.6115
MGG_07782T0	788	789	132	12.8523
MGG_17901T0	1526	1527	6889	346.577
MGG_03423T0	804	805	0	0
MGG_07881T0	1024	1025	91	6.82025
MGG_00655T0	2028	2029	1250	47.3272
MGG_04384T0	360	361	1	0.212802
MGG_06215T0	2232	2233	1045	35.9509
MGG_05208T0	1023	1024	970	72.7704
MGG_17593T0	286	287	2	0.535341
MGG_18076T0	426	427	0	0
MGG_09741T0	645	646	1	0.118919
MGG_02303T0	1037	1038	48	3.55244
MGG_07625T0	804	805	0	0
MGG_01517T0	1203	1204	50	3.19026
MGG_03164T0	785	786	1692	165.371
MGG_01786T0	1316	1317	381.73	22.2666
MGG_15042T0	4164	4165	1051.22	19.3892
MGG_08407T0	321	322	0	0
MGG_01608T0	1340	1341	848.933	48.6326
MGG_03368T0	982	983	6.37404	0.498132
MGG_07478T0	2855	2856	4529	121.822
MGG_06234T0	995	996	0	0
MGG_00387T0	1477	1478	20	1.03953
MGG_15174T0	342	343	572	128.11
MGG_16983T0	327	328	698	163.48
MGG_10742T0	1738	1739	2945.69	130.128
MGG_05674T0	2836	2837	5000	135.392
MGG_18027T0	582	583	0	0
MGG_16542T0	190	191	1.00298	0.403406
MGG_01354T0	3728	3729	857.548	17.6664
MGG_06707T0	3032	3033	7231	183.151
MGG_15993T0	183	184	0	0
MGG_07109T0	1504	1505	832.654	42.5021
MGG_15635T0	246	247	26	8.08647
MGG_01744T0	1060	1061	1991	144.158
MGG_15302T0	315	316	11932	2900.74
MGG_14918T0	186	187	63	25.881
MGG_16160T0	4261	4262	347	6.25459
MGG_15267T0	531	532	5	0.722006
MGG_17123T0	1922	1923	539	21.5324
MGG_16084T0	489	490	0	0
MGG_11036T0	3404	3405	1529	34.4963
MGG_14008T0	2072	2073	1164	43.1357
MGG_09388T0	2500	2501	3537	108.644
MGG_08655T0	1392	1393	549	30.2764
MGG_17205T0	336	337	0	0
MGG_05671T0	2703	2704	3699	105.09
MGG_01098T0	774	775	135	13.3818
MGG_04490T0	1624	1625	3161	149.436
MGG_04788T0	4014	4015	860	16.4549
MGG_10755T0	1002	1003	0	0
MGG_15331T0	2045	2046	13	0.488113
MGG_08002T0	2186	2187	223	7.83319
MGG_04016T0	2007	2008	483	18.4785
MGG_02499T0	3084	3085	10073	250.834
MGG_09441T0	1160	1161	108	7.14618
MGG_14906T0	3831	3832	1188	23.8163
MGG_12488T0	660	661	0	0
MGG_16258T0	246	247	6	1.86611
MGG_15963T0	729	730	116.744	12.2855
MGG_15721T0	1759	1760	137	5.97985
MGG_02076T1	1382	1383	0	0
MGG_02076T0	1076	1077	0	0
MGG_02159T0	1377	1378	448	24.9753
MGG_04007T0	1959	1960	1431	56.0875
MGG_06693T0	1135	1136	2612	176.635
MGG_12139T0	914	915	1302	109.313
MGG_17555T0	360	361	0	0
MGG_08853T0	1579	1580	538.264	26.1711
MGG_09901T0	2767	2768	1913	53.0923
MGG_17157T0	1139	1140	3	0.202162
MGG_03679T0	1280	1281	607.138	36.41
MGG_15414T0	855	856	0	0
MGG_15588T0	237	238	0	0
MGG_13438T0	2593	2594	600.009	17.7693
MGG_00256T0	2003	2004	1393	53.3994
MGG_03577T0	1090	1091	39915	2810.57
MGG_06295T0	871	872	1516	133.557
MGG_07034T0	1046	1047	1243	91.2026
MGG_16553T0	542	543	0	0
MGG_08577T0	2341	2342	7845	257.329
MGG_05423T0	2177	2178	0	0
MGG_17208T0	153	154	0	0
MGG_05281T0	2047	2048	45.9827	1.72484
MGG_05281T1	1760	1761	199.017	8.68189
MGG_09507T0	3739	3740	4841	99.4366
MGG_03911T0	2035	2036	1397	52.711
MGG_16963T0	342	343	0	0
MGG_13464T0	2376	2377	221	7.14243
MGG_06150T0	2723	2724	470.285	13.2628
MGG_09215T0	6275	6276	120	1.46886
MGG_04009T0	2343	2344	97	3.17905
MGG_17822T0	1795	1796	53	2.267
MGG_11604T0	2153	2154	49	1.74756
MGG_16214T0	171	172	8	3.57309
MGG_11701T0	4509	4510	334.715	5.70139
MGG_02450T0	2279	2280	3288	110.785
MGG_13240T0	468	469	0	0
MGG_12109T0	2322	2323	1663	54.9953
MGG_17128T0	219	220	6	2.09513
MGG_14852T0	4449	4450	1286.65	22.2118
MGG_09085T0	1464	1465	623	32.6688
MGG_11243T0	2241	2242	1728	59.2094
MGG_06936T0	1239	1240	2177	134.871
MGG_01295T0	1331	1332	1595	91.9897
MGG_09583T0	312	313	0	0
MGG_04134T0	1965	1966	0	0
MGG_06024T0	6440	6441	224	2.67164
MGG_06400T0	3280	3281	3974	93.0474
MGG_15994T0	2252	2253	0	0
MGG_15820T0	222	223	1	0.344491
MGG_11691T0	1137	1138	130	8.77574
MGG_10310T0	1067	1068	133	9.56672
MGG_14297T0	1437	1438	896	47.8665
MGG_15915T0	1731	1732	0	0
