target_id	length	eff_length	est_counts	tpm
MGG_09332T0	1530	1531	121	7.00349
MGG_10319T0	1372	1373	3297	212.791
MGG_08777T0	2603	2604	129	4.38989
MGG_06684T0	1943	1944	743.147	33.8753
MGG_04119T0	1608	1609	256	14.099
MGG_17283T0	234	235	0	0
MGG_15058T0	618	619	0	0
MGG_13662T0	1788	1789	343	16.9898
MGG_18113T0	174	175	0	0
MGG_07995T0	771	772	0	0
MGG_17839T0	249	250	178	63.0935
MGG_16388T0	876	877	192.741	19.4751
MGG_17949T0	393	394	0	0
MGG_15730T0	471	472	28	5.25679
MGG_10157T0	2615	2616	345	11.6865
MGG_04584T0	1630	1631	3013	163.7
MGG_16927T0	791	792	874	97.7892
MGG_16501T0	411	412	1	0.215084
MGG_16452T0	276	277	7	2.23935
MGG_09816T0	1271	1272	7	0.487658
MGG_09629T0	570	571	0	0
MGG_03328T0	1532	1533	771	44.5674
MGG_15061T0	846	847	588	61.5175
MGG_02686T0	1377	1378	156	10.0318
MGG_17117T0	342	343	14	3.61692
MGG_12228T0	1182	1183	428	32.06
MGG_09573T0	788	789	581.274	65.2843
MGG_08809T0	1828	1829	314.987	15.261
MGG_05967T0	2575	2576	130	4.472
MGG_15648T0	468	469	5	0.944717
MGG_02668T0	1366	1367	2298	148.966
MGG_17465T0	1713	1714	193.495	10.0038
MGG_17882T0	413	414	0	0
MGG_00972T0	1275	1276	620.508	43.0925
MGG_01856T0	1764	1765	180	9.03717
MGG_15285T0	2447	2448	1239	44.8502
MGG_00798T0	2219	2220	8	0.319331
MGG_10342T0	1536	1537	124	7.14912
MGG_10590T0	3362	3363	884	23.2932
MGG_17676T0	288	289	5	1.53312
MGG_02065T1	2490	2491	62.6023	2.22701
MGG_02065T0	3135	3136	1117.4	31.5745
MGG_14774T0	912	913	149	14.4617
MGG_07792T0	1155	1156	609	46.6836
MGG_17304T0	222	223	0	0
MGG_07110T0	4032	4033	3399	74.684
MGG_00045T0	1890	1891	347	16.2608
MGG_11627T0	495	496	0	0
MGG_07888T0	1993	1994	21	0.933252
MGG_08731T0	4032	4033	1138	25.0045
MGG_08012T0	1942	1943	3011	137.323
MGG_06412T0	1826	1827	7819.22	379.254
MGG_03703T0	4321	4322	1306	26.7771
MGG_16652T0	488	489	13	2.3558
MGG_17023T0	1560	1561	1	0.0567678
MGG_08773T0	2083	2084	127	5.40021
MGG_05235T0	1790	1791	314	15.536
MGG_05591T0	510	511	0	0
MGG_06157T0	2459	2460	576	20.7488
MGG_02612T0	1562	1563	13542	767.765
MGG_03302T0	2963	2964	790	23.6186
MGG_08965T0	1737	1738	72.8189	3.71278
MGG_05709T0	4239	4240	9557	199.738
MGG_16062T0	450	451	16.0989	3.16318
MGG_16255T0	237	238	4	1.48932
MGG_03338T0	961	962	13	1.19749
MGG_11237T0	423	424	307	64.1619
MGG_07038T0	1019	1020	942	81.8381
MGG_09292T0	1911	1912	351.606	16.2957
MGG_03864T0	3642	3643	547.083	13.3076
MGG_00232T0	150	151	0	0
MGG_08868T0	1275	1276	711.799	49.4324
MGG_05298T0	2661	2662	1149	38.2487
MGG_16492T0	1074	1075	0	0
MGG_04651T0	1794	1795	703	34.7053
MGG_06402T0	1236	1237	767.099	54.9524
MGG_01877T0	1479	1480	38	2.27524
MGG_00968T0	852	853	4482	465.615
MGG_16905T0	2563	2564	108	3.73259
MGG_09812T0	1821	1822	0	0
MGG_02408T0	3877	3878	1459	33.339
MGG_12690T0	402	403	1	0.219887
MGG_01743T0	2101	2102	2815	118.673
MGG_16546T0	381	382	0	0
MGG_02391T0	1903	1904	1989	92.5705
MGG_17383T0	192	193	0	0
MGG_05284T0	5132	5133	1586	27.3802
MGG_05062T0	1780	1781	1166	58.0149
MGG_17875T0	210	211	0	0
MGG_17827T0	1800	1801	723	35.5737
MGG_13404T0	1254	1255	984	69.4794
MGG_00931T0	2214	2215	116.24	4.65036
MGG_02027T0	3255	3256	0	0
MGG_02114T0	2439	2440	522	18.9577
MGG_08496T0	1371	1372	1	0.0645878
MGG_05351T0	1266	1267	1843	128.9
MGG_11650T0	603	604	4	0.586851
MGG_14266T0	1735	1736	3467	176.974
MGG_04187T0	1485	1486	368.131	21.9527
MGG_03583T0	2534	2535	751.047	26.2539
MGG_15240T0	318	319	15	4.16682
MGG_11244T0	1085	1086	748.802	61.1001
MGG_05994T0	4700	4701	465.966	8.78351
MGG_16606T0	471	472	0	0
MGG_17929T0	375	376	2	0.471354
MGG_00531T0	2734	2735	258	8.35924
MGG_10036T0	1881	1882	115	5.41481
MGG_17802T0	1687	1688	10073	528.799
MGG_16454T1	341	342	0	0
MGG_16454T0	432	433	10	2.04652
MGG_00439T0	1757	1758	746	37.6032
MGG_01139T0	1839	1840	1040	50.0864
MGG_15299T0	2125	2126	14	0.583538
MGG_13269T0	1595	1596	1014	56.3002
MGG_15756T0	336	337	1	0.262951
MGG_01861T0	1291	1292	94	6.44718
MGG_05854T0	1656	1657	0	0
MGG_01626T0	1476	1477	69	4.13974
MGG_09283T0	3038	3039	1464.37	42.6996
MGG_16583T0	222	223	0	0
MGG_04471T0	1644	1645	687	37.008
MGG_03390T0	2183	2184	246	9.9813
MGG_17968T0	216	217	43	17.5595
MGG_09530T0	1724	1725	1830.54	94.0361
MGG_17979T0	1162	1163	2261.31	172.3
MGG_07877T0	2464	2465	465	16.7163
MGG_07280T0	2226	2227	2845	113.205
MGG_04995T0	5747	5748	1312	20.2265
MGG_06355T0	4085	4086	1948	42.2469
MGG_00837T0	3116	3117	1124	31.9547
MGG_00141T0	4962	4963	5967	106.541
MGG_02416T0	3027	3028	1404	41.0881
MGG_16773T0	424	425	9	1.87654
MGG_07440T0	2556	2557	290	10.0501
MGG_06472T0	1264	1265	2539.99	177.928
MGG_09363T0	2941	2942	685	20.6325
MGG_02454T0	1911	1912	737	34.1574
MGG_01279T0	4801	4802	3771	69.5887
MGG_06722T0	2041	2042	9047	392.603
MGG_01342T0	4239	4240	2807	58.6653
MGG_10124T0	1615	1616	420	23.031
MGG_09931T0	4878	4879	2720	49.4018
MGG_06893T0	2746	2747	3367	108.615
MGG_12967T0	1329	1330	28	1.86557
MGG_08100T0	1414	1415	410	25.6763
MGG_04494T0	3455	3456	1271	32.5894
MGG_01026T0	2084	2085	8549	363.341
MGG_17678T0	3688	3689	1271	30.531
MGG_05041T0	1959	1960	90	4.06903
MGG_13697T0	1600	1601	358	19.8151
MGG_12765T0	1348	1349	159	10.4446
MGG_10402T0	1959	1960	6	0.271269
MGG_07548T0	1116	1117	0	0
MGG_06146T0	2504	2505	1886	66.7173
MGG_04756T0	1940	1941	460.576	21.0272
MGG_12369T0	3163	3164	1236	34.6168
MGG_03022T0	1553	1554	108	6.15853
MGG_00253T0	2090	2091	627	26.5716
MGG_08259T0	3516	3517	2152.67	54.2388
MGG_05769T0	2130	2131	67	2.7861
MGG_12108T0	2578	2579	5129	176.232
MGG_05889T0	2662	2663	857	28.5177
MGG_05747T0	946	947	2	0.187148
MGG_09397T0	432	433	0	0
MGG_08758T0	2257	2258	987	38.7345
MGG_03319T0	5695	5696	3771.29	58.6712
MGG_02771T0	2774	2775	2096.88	66.9601
MGG_09355T0	6555	6556	288	3.89276
MGG_05592T0	1626	1627	185	10.076
MGG_17197T0	881	882	9	0.904229
MGG_16387T0	402	403	0	0
MGG_05993T0	2921	2922	752.034	22.8067
MGG_01683T0	1444	1445	1321.12	81.0178
MGG_10293T0	1848	1849	13.4723	0.64567
MGG_10277T0	5071	5072	166	2.90024
MGG_06826T0	775	776	37	4.22517
MGG_16277T0	3684	3685	1151	27.6785
MGG_15568T0	351	352	0	0
MGG_07632T0	1266	1267	5.07888	0.355219
MGG_02990T0	423	424	0	0
MGG_00401T0	795	796	61	6.79081
MGG_16555T0	1128	1129	0	0
MGG_04105T0	831	832	10081	1073.7
MGG_18098T0	4249	4250	6.46815	0.134864
MGG_16896T0	607	608	39.9695	5.82546
MGG_03138T0	4218	4219	1517	31.8626
MGG_05618T0	3451	3452	869.328	22.316
MGG_05437T0	733	734	536	64.7103
MGG_07156T0	2859	2860	1576.28	48.8397
MGG_00934T0	3658	3659	770.066	18.6496
MGG_17226T0	279	280	0	0
MGG_09049T0	686	687	0	0
MGG_04662T0	1610	1611	374.564	20.6032
MGG_11728T0	971	972	593	54.0621
MGG_11533T0	1656	1657	450	24.0655
MGG_08812T0	720	721	223	27.4078
MGG_12268T0	3081	3082	1609	46.2624
MGG_17829T0	1584	1585	716	40.0303
MGG_00033T0	1605	1606	2	0.110354
MGG_07520T0	1080	1081	9	0.737771
MGG_00532T0	2432	2433	1189	43.3056
MGG_11231T0	3581	3582	449	11.1077
MGG_13349T0	1668	1669	391.245	20.7729
MGG_09099T0	1005	1006	20	1.76172
MGG_01708T0	1932	1933	630.663	28.9115
MGG_07557T0	937	938	47	4.44017
MGG_00805T0	4226	4227	3187.21	66.8164
MGG_16949T0	201	202	0	0
MGG_06195T0	2615	2616	2455	83.1607
MGG_05387T0	431	432	0	0
MGG_05387T1	898	899	0	0
MGG_16969T0	1548	1549	1187.28	67.9212
MGG_03988T0	1798	1799	3267	160.925
MGG_10306T0	1202	1203	1606	118.3
MGG_14756T0	1194	1195	333.361	24.7202
MGG_15112T0	414	415	8	1.70823
MGG_03415T0	3300	3301	359	9.63726
MGG_10957T0	1718	1719	7153	368.737
MGG_06728T0	2565	2566	918.756	31.7284
MGG_08349T0	1257	1258	48	3.38116
MGG_15766T0	189	190	8	3.73114
MGG_07369T0	1236	1237	769	55.0885
MGG_17412T0	324	325	0	0
MGG_03233T0	2046	2047	251	10.8658
MGG_16465T0	2387	2388	43	1.59565
MGG_01795T0	4116	4117	1679	36.1389
MGG_02063T0	790	791	17	1.90448
MGG_12506T0	1677	1678	213	11.2484
MGG_03090T0	2357	2358	1322	49.6812
MGG_01060T0	1340	1341	162.442	10.7343
MGG_15906T0	2396	2397	106.144	3.92402
MGG_11257T0	1291	1292	1050.25	72.0338
MGG_10854T0	1757	1758	3480	175.414
MGG_06755T0	3364	3365	437	11.508
MGG_01235T0	2068	2069	2879	123.306
MGG_15338T0	303	304	0	0
MGG_10896T0	1829	1830	0	0
MGG_06569T0	3942	3943	2330	52.3641
MGG_06747T0	1399	1400	5733	362.876
MGG_05522T0	1437	1438	355.259	21.8923
MGG_14882T0	1269	1270	203	14.1644
MGG_08843T0	3292	3293	4444	119.588
MGG_05111T0	2731	2732	3246	105.286
MGG_14717T0	1217	1218	287.877	20.9442
MGG_03623T0	1005	1006	68	5.98984
MGG_06731T0	1231	1232	499.046	35.895
MGG_12466T0	714	715	257.255	31.8832
MGG_09183T0	438	439	1	0.201855
MGG_06777T0	1797	1798	26	1.28141
MGG_15878T0	543	544	118	19.2215
MGG_11400T0	2104	2105	874	36.7929
MGG_06868T0	2646	2647	2858	95.6782
MGG_02241T0	949	950	350.471	32.6914
MGG_10529T0	2832	2833	1106	34.595
MGG_13904T0	312	313	0	0
MGG_08145T0	1444	1445	2167	132.891
MGG_04643T0	2015	2016	521	22.9009
MGG_00054T0	1509	1510	518	30.3989
MGG_15216T0	900	901	42	4.13075
MGG_00947T0	1496	1497	9491.89	561.869
MGG_02103T0	938	939	646	60.9637
MGG_02516T0	2010	2011	1969	86.7637
MGG_09463T0	1503	1504	826	48.6673
MGG_07286T0	2939	2940	762	22.9674
MGG_02000T0	1997	1998	1510.26	66.9825
MGG_08657T0	624	625	0	0
MGG_14589T0	552	553	0	0
MGG_06542T0	2018	2019	1054	46.2603
MGG_06479T0	393	394	10051	2260.57
MGG_10968T0	372	373	0	0
MGG_10126T0	2685	2686	4233.84	139.68
MGG_00292T0	1250	1251	17	1.20419
MGG_15992T0	726	727	25	3.04726
MGG_10481T0	5382	5383	62.4734	1.02843
MGG_10481T1	5709	5710	67.5266	1.04796
MGG_08823T0	2374	2375	3389	126.448
MGG_00800T0	3340	3341	4400	116.703
MGG_12876T0	2095	2096	663.009	28.0306
MGG_08211T0	2918	2919	843.584	25.6094
MGG_14917T0	1032	1033	63	5.40437
MGG_14819T0	894	895	0	0
MGG_07884T0	1026	1027	23	1.98455
MGG_06807T0	1428	1429	784	48.617
MGG_16247T0	4543	4544	287.022	5.59735
MGG_07593T0	1527	1528	200	11.5988
MGG_11610T0	529	530	48	8.02546
MGG_08041T0	852	853	262	27.218
MGG_06397T0	5041	5042	1514.22	26.6128
MGG_10308T0	1929	1930	663.967	30.4855
MGG_05318T0	2550	2551	1671	58.0458
MGG_13996T0	195	196	122	55.158
MGG_00539T0	1092	1093	11687	947.518
MGG_17046T0	258	259	17	5.81639
MGG_17026T0	1713	1714	117.16	6.05721
MGG_12481T0	537	538	0	0
MGG_03661T0	2131	2132	2156.03	89.6131
MGG_00904T0	1496	1497	827	48.954
MGG_06381T0	1698	1699	491	25.609
MGG_02950T0	933	934	130	12.3339
MGG_07424T0	1260	1261	66	4.63803
MGG_01468T0	9284	9285	1776	16.9498
MGG_17821T0	4531	4532	360.885	7.05641
MGG_07861T0	1761	1762	31	1.55905
MGG_07591T0	306	307	4	1.15459
MGG_09998T0	369	370	63	15.0884
MGG_07210T0	1775	1776	831	41.4632
MGG_16315T0	2330	2331	878	33.3777
MGG_04317T0	2211	2212	601	24.0765
MGG_15697T0	183	184	90	43.344
MGG_10720T0	1103	1104	2166	173.858
MGG_07561T0	3894	3895	2568	58.4241
MGG_01327T0	2305	2306	2028	77.9315
MGG_09320T0	4316	4317	491	10.0787
MGG_00989T0	504	505	33	5.79065
MGG_00882T0	2809	2810	1068	33.6798
MGG_17595T0	1858	1859	346	16.4931
MGG_16085T0	228	229	12.8565	4.97498
MGG_09985T0	1419	1420	25	1.56011
MGG_10245T0	1039	1040	0	0
MGG_07229T0	2318	2319	2395	91.5186
MGG_15809T0	1126	1127	74	5.81852
MGG_11474T0	2402	2403	4798	176.934
MGG_15791T0	1380	1381	0	0
MGG_15249T0	1226	1227	44.9602	3.24704
MGG_10049T0	1240	1241	1074	76.6897
MGG_10609T0	1653	1654	376	20.1445
MGG_17689T0	2032	2033	141	6.14591
MGG_00836T0	767	768	234	26.9997
MGG_02758T0	858	859	385	39.7166
MGG_16006T0	831	832	0	0
MGG_11596T0	1186	1187	543.36	40.5641
MGG_11286T0	1269	1270	284	19.8161
MGG_05335T0	879	880	635	63.9434
MGG_17645T0	486	487	0	0
MGG_06709T0	3287	3288	3694	99.5565
MGG_08798T0	666	667	0	0
MGG_15986T0	981	982	194.426	17.5448
MGG_15986T1	958	959	400.291	36.9881
MGG_04694T0	944	945	654	61.3268
MGG_04090T0	2861	2862	2449.84	75.8529
MGG_02619T0	3746	3747	1565	37.0114
MGG_03980T0	1181	1182	1885.62	141.365
MGG_06910T0	2755	2756	4095	131.668
MGG_09298T0	977	978	235.363	21.3257
MGG_12366T0	752	753	54.1565	6.37324
MGG_03267T0	1826	1827	616.672	29.9102
MGG_11741T0	3086	3087	42	1.20564
MGG_18136T0	1335	1336	373	24.7404
MGG_03495T0	960	961	110	10.1432
MGG_03311T0	2148	2149	857	35.3386
MGG_10367T0	798	799	2	0.221813
MGG_06263T0	2014	2015	5600	246.273
MGG_01825T0	2462	2463	4597	165.392
MGG_03057T0	1389	1390	587	37.4221
MGG_09456T0	1506	1507	489	28.7541
MGG_03967T0	1521	1522	118	6.87024
MGG_03604T0	874	875	939.213	95.1175
MGG_03503T0	1069	1070	5	0.414086
MGG_14858T0	1199	1200	691.054	51.0312
MGG_13439T0	963	964	708	65.082
MGG_06652T0	2947	2948	539	16.2019
MGG_15297T0	1330	1331	86.0477	5.72883
MGG_06490T0	666	667	10	1.32855
MGG_17682T0	933	934	170	16.129
MGG_00080T0	621	622	119	16.9536
MGG_13493T0	1978	1979	673.46	30.1558
MGG_16666T0	707	708	5	0.625808
MGG_16180T0	1232	1233	9.03103	0.649051
MGG_08314T0	3570	3571	588	14.5912
MGG_01727T0	4317	4318	1713	35.1544
MGG_02308T0	1413	1414	371	23.2503
MGG_05587T0	2753	2754	882	28.3798
MGG_06994T0	1709	1710	5116	265.118
MGG_14369T0	177	178	44	21.9047
MGG_12397T0	2540	2541	710	24.7604
MGG_07463T0	1966	1967	713	32.1211
MGG_04964T0	1581	1582	1150	64.4163
MGG_07134T1	2031	2032	1835.14	80.0297
MGG_07134T0	2127	2128	2359.86	98.2695
MGG_13435T0	2930	2931	3405	102.945
MGG_10820T0	3051	3052	1029	29.8769
MGG_10563T0	2473	2474	88.3586	3.16485
MGG_10563T1	2386	2387	353.641	13.1285
MGG_13220T0	2950	2951	324.69	9.74998
MGG_13220T1	2002	2003	2601.31	115.084
MGG_03824T0	1872	1873	1394	65.9522
MGG_00943T0	2029	2030	2642	115.33
MGG_01088T0	2301	2302	5087	195.822
MGG_05888T0	1989	1990	1756	78.1945
MGG_16483T0	660	661	169.577	22.7337
MGG_03512T0	1548	1549	1643.06	93.9953
MGG_08810T0	3205	3206	2810.96	77.6956
MGG_05270T0	1812	1813	1024	50.0503
MGG_03868T0	1012	1013	1302	113.895
MGG_17680T0	767	768	299.846	34.5973
MGG_01845T0	399	400	1492	330.532
MGG_17624T0	378	379	4	0.935245
MGG_03460T0	1065	1066	11	0.914408
MGG_11908T0	1497	1498	514	30.4058
MGG_02892T0	2921	2922	920	27.9005
MGG_01380T0	1293	1294	2170	148.604
MGG_01452T0	3746	3747	2956	69.9078
MGG_12551T0	987	988	1	0.0896908
MGG_09784T0	6044	6045	2723	39.9168
MGG_05231T0	915	916	470	45.4681
MGG_02757T0	3704	3705	1469	35.1349
MGG_01900T0	444	445	2	0.398267
MGG_08462T0	1857	1858	2600	124.003
MGG_03966T0	3524	3525	152	3.82111
MGG_17486T0	4306	4307	7860	161.716
MGG_15927T0	1755	1756	29	1.46345
MGG_13868T0	348	349	0	0
MGG_10231T0	312	313	2	0.566227
MGG_16382T0	861	862	41	4.21484
MGG_17354T0	183	184	8	3.8528
MGG_07662T0	1938	1939	15	0.685517
MGG_05899T0	3392	3393	1555	40.6117
MGG_09073T0	2935	2936	79	2.38438
MGG_17739T0	174	175	0	0
MGG_03541T0	258	259	56	19.1599
MGG_16529T0	228	229	0	0
MGG_07146T0	3099	3100	1370	39.1619
MGG_12291T0	2465	2466	18	0.646821
MGG_08353T0	510	511	39	6.76314
MGG_10583T0	1817	1818	801	39.043
MGG_17647T0	318	319	138.488	38.4704
MGG_08576T0	327	328	4	1.08066
MGG_08981T0	1233	1234	386	27.7189
MGG_10506T0	1782	1783	1278	63.5161
MGG_06413T0	1880	1881	343.778	16.1955
MGG_02728T0	2088	2089	2089	88.6145
MGG_17508T0	1795	1796	43	2.12162
MGG_08037T0	810	811	78	8.52272
MGG_18093T0	252	253	0	0
MGG_00356T0	4131	4132	1782	38.2166
MGG_11502T0	2088	2089	249	10.5625
MGG_16681T0	1285	1286	1299	89.5103
MGG_06260T0	3178	3179	215	5.99311
MGG_15920T0	141	142	0	0
MGG_06857T0	1994	1995	354	15.7241
MGG_04318T0	898	899	73	7.19561
MGG_15918T0	303	304	9.19718	2.68093
MGG_15353T0	2154	2155	33	1.35697
MGG_17895T0	1872	1873	114	5.39351
MGG_16962T0	390	391	19	4.30607
MGG_04358T0	1553	1554	2163	123.342
MGG_00184T0	3615	3616	1492	36.5633
MGG_07954T0	1017	1018	12	1.04457
MGG_09527T0	2242	2243	34456	1361.26
MGG_15509T0	1831	1832	594.824	28.7718
MGG_02980T0	3436	3437	614.204	15.8357
MGG_04992T0	3942	3943	6	0.134843
MGG_02507T0	2810	2811	635	20.0179
MGG_08339T0	2534	2535	472.526	16.5178
MGG_17774T0	372	373	0	0
MGG_16813T0	1417	1418	6	0.374955
MGG_04433T0	4790	4791	2522	46.647
MGG_16211T0	1407	1408	252.534	15.8936
MGG_00926T0	3785	3786	1297	30.3574
MGG_01331T0	2888	2889	807	24.7532
MGG_09529T0	678	679	785.461	102.508
MGG_16556T0	676	677	1082.35	141.672
MGG_13993T0	1213	1214	3	0.218981
MGG_07498T0	1503	1504	25	1.47298
MGG_06738T0	1727	1728	1004	51.4866
MGG_15396T0	1255	1256	0	0
MGG_04142T0	1667	1668	615.505	32.6994
MGG_10327T0	2688	2689	5625.41	185.382
MGG_04110T0	1224	1225	853	61.7046
MGG_07868T0	1628	1629	4	0.217592
MGG_04146T0	2436	2437	675	24.5444
MGG_03872T0	2714	2715	601	19.6159
MGG_08834T0	941	942	8209	772.225
MGG_16653T0	465	466	0	0
MGG_03436T0	767	768	21159.7	2441.47
MGG_17941T0	373	374	7	1.65856
MGG_14938T0	150	151	3	1.76055
MGG_00824T0	2177	2178	10	0.406862
MGG_07216T0	1048	1049	4432	374.394
MGG_17312T0	815	816	15	1.62894
MGG_02798T0	831	832	448	47.7155
MGG_00149T0	3183	3184	3942.97	109.737
MGG_00738T0	1355	1356	424	27.7084
MGG_02885T0	1053	1054	0	0
MGG_08917T0	2489	2490	2466	87.7603
MGG_14699T0	3461	3462	179	4.58174
MGG_11256T0	2145	2146	954.747	39.4242
MGG_08190T0	1687	1688	9027.67	473.923
MGG_07886T0	288	289	0	0
MGG_10833T0	4392	4393	762.084	15.3726
MGG_08609T0	567	568	0	0
MGG_10368T0	903	904	5	0.490124
MGG_17445T0	393	394	0	0
MGG_01841T0	1661	1662	132	7.03797
MGG_08049T0	2561	2562	584	20.1994
MGG_01205T0	2686	2687	696	22.9534
MGG_16286T0	2696	2697	2117	69.5576
MGG_13834T0	1566	1567	544	30.7634
MGG_15595T0	165	166	0	0
MGG_11389T0	1846	1847	393	18.8552
MGG_04180T0	2183	2184	894.832	36.3073
MGG_17075T0	1053	1054	23	1.93371
MGG_16801T0	549	550	3	0.483352
MGG_14728T0	2583	2584	2568.56	88.0848
MGG_06277T0	3327	3328	378	10.065
MGG_02893T0	465	466	357	67.887
MGG_09063T0	2753	2754	1873	60.2668
MGG_14684T0	183	184	19	9.15041
MGG_06891T0	1191	1192	82	6.09596
MGG_03606T0	2171	2172	517.548	21.1152
MGG_15674T0	240	241	22	8.08929
MGG_05831T0	576	577	3	0.460734
MGG_05198T0	3047	3048	900	26.1657
MGG_07148T0	1654	1655	2601	139.267
MGG_04012T0	1934	1935	2091	95.7586
MGG_08380T0	1062	1063	0	0
MGG_04779T0	876	877	1930	195.012
MGG_05949T0	1542	1543	7677	440.89
MGG_07367T0	1361	1362	141	9.17374
MGG_01620T0	2766	2767	3425	109.687
MGG_01029T0	2463	2464	785	28.2315
MGG_15779T0	366	367	7	1.69019
MGG_08105T0	3330	3331	856	22.7721
MGG_03638T0	1999	2000	717	31.7683
MGG_16821T0	177	178	2	0.995668
MGG_02622T0	1842	1843	1959	94.1919
MGG_00865T0	7323	7324	8614	104.222
MGG_06745T0	1466	1467	369	22.2895
MGG_04455T0	953	954	10628	987.206
MGG_13582T0	1432	1433	1	0.0618384
MGG_06465T0	5210	5211	664	11.2915
MGG_17158T0	303	304	2	0.58299
MGG_07191T0	1698	1699	1428.41	74.5015
MGG_05792T0	360	361	2	0.490939
MGG_17610T0	705	706	116.03	14.5637
MGG_04708T1	3834	3835	771.03	17.816
MGG_04708T0	3909	3910	3582.97	81.2028
MGG_10130T0	468	469	0	0
MGG_00271T0	1288	1289	397.809	27.3481
MGG_00271T1	1294	1295	932.746	63.8261
MGG_00267T0	309	310	0	0
MGG_02418T0	3107	3108	2490	70.9942
MGG_15204T0	1023	1024	38	3.28843
MGG_11185T0	2819	2820	1490	46.8211
MGG_10938T0	1605	1606	144	7.94551
MGG_10062T0	1254	1255	7	0.494264
MGG_00656T0	2475	2476	1002	35.8609
MGG_01405T0	2808	2809	15.5418	0.490291
MGG_10271T0	3972	3973	2	0.0446083
MGG_00908T0	2028	2029	3280	143.251
MGG_03696T0	2366	2367	4921.9	184.264
MGG_15533T0	216	217	89	36.3442
MGG_10073T0	318	319	0	0
MGG_10912T0	8104	8105	1	0.0109333
MGG_01480T0	769	770	418	48.105
MGG_01211T0	1434	1435	3	0.185257
MGG_02827T0	1683	1684	88	4.63068
MGG_08307T0	2200	2201	3457	139.182
MGG_07288T0	3715	3716	2484	59.2353
MGG_09253T0	932	933	1463.18	138.97
MGG_05958T0	1379	1380	545.431	35.024
MGG_15966T0	270	271	0	0
MGG_11047T0	3725	3726	421	10.0125
MGG_04598T0	384	385	17	3.91285
MGG_01378T0	6363	6364	3546	49.3757
MGG_17450T0	2063	2064	9058	388.89
MGG_04661T0	2405	2406	1202	44.2704
MGG_05247T0	3723	3724	29200	694.829
MGG_02650T0	2017	2018	0	0
MGG_17957T0	318	319	71	19.723
MGG_17743T0	1394	1395	588	37.3515
MGG_17730T0	4171	4172	807.181	17.1447
MGG_07116T0	8622	8623	2062.65	21.1968
MGG_17422T0	267	268	7	2.31456
MGG_15286T0	276	277	69	22.0736
MGG_06417T0	2071	2072	1114	47.6431
MGG_05367T0	2577	2578	3816	131.169
MGG_04100T0	6184	6185	1482	21.2331
MGG_01123T0	4087	4088	1568.75	34.0053
MGG_15917T0	366	367	0	0
MGG_10019T0	1695	1696	606	31.663
MGG_17918T0	519	520	3	0.511237
MGG_02060T0	1338	1339	0	0
MGG_08541T0	1658	1659	99	5.28802
MGG_06976T0	684	685	6	0.776185
MGG_03569T0	2572	2573	7385	254.34
MGG_02256T0	1472	1473	1282	77.1241
MGG_14135T0	1494	1495	72	4.26772
MGG_11730T0	973	974	22	2.00156
MGG_09305T0	1572	1573	10	0.563347
MGG_16037T0	261	262	1	0.338223
MGG_08866T0	2624	2625	7299	246.399
MGG_01983T0	2057	2058	11	0.473644
MGG_07963T0	2819	2820	1553	48.8008
MGG_00580T0	630	631	2	0.28087
MGG_07705T0	7599	7600	2069	24.1241
MGG_07470T0	2457	2458	2755	99.3217
MGG_07919T0	693	694	2	0.255373
MGG_17824T0	1196	1197	1339.66	99.176
MGG_03932T0	1545	1546	795.009	45.5688
MGG_07812T0	768	769	10.4206	1.2008
MGG_10361T0	792	793	44	4.91682
MGG_11098T0	1719	1720	0	0
MGG_04560T0	2275	2276	2487	96.8296
MGG_12523T0	3498	3499	13656	345.847
MGG_08750T0	1387	1388	121	7.72504
MGG_01350T0	3415	3416	44	1.1414
MGG_09014T0	1611	1612	6064	333.349
MGG_03698T0	1970	1971	907	40.7779
MGG_16485T0	261	262	0	0
MGG_06634T0	3162	3163	1120	31.3779
MGG_01588T0	1533	1534	12309	711.053
MGG_03678T0	2517	2518	549.549	19.34
MGG_05972T0	681	682	6	0.779599
MGG_12158T0	4982	4983	1766	31.4054
MGG_09506T0	3008	3009	1819	53.5692
MGG_01485T0	3648	3649	2191	53.2075
MGG_11776T0	1497	1498	11123	657.983
MGG_13994T0	3014	3015	688.552	20.2374
MGG_02716T0	8456	8457	3803.7	39.8561
MGG_11907T0	2215	2216	1490	59.5828
MGG_04351T0	1411	1412	987.071	61.9467
MGG_05314T0	2033	2034	822.862	35.8493
MGG_10604T0	518	519	2635	449.902
MGG_05756T0	2501	2502	773.701	27.4025
MGG_06154T0	1737	1738	6374	324.988
MGG_08830T0	1373	1374	3757	242.303
MGG_03636T0	1415	1416	194	12.1407
MGG_04026T0	1375	1376	273	17.5812
MGG_04837T0	2075	2076	1103	47.0818
MGG_17035T3	4787	4788	24.7064	0.457257
MGG_17035T0	3780	3781	73.4541	1.72153
MGG_17035T2	3784	3785	500.949	11.7282
MGG_17035T1	4479	4480	675.163	13.3547
MGG_06007T0	1569	1570	680	38.3808
MGG_15146T0	1800	1801	911	44.8239
MGG_06459T0	3559	3560	3361.81	83.6811
MGG_01364T0	3036	3037	1736	50.6535
MGG_04531T0	2282	2283	901	34.9722
MGG_15235T0	491	492	25	4.50277
MGG_00139T0	2794	2795	2967.35	94.0788
MGG_16487T0	544	545	8	1.30076
MGG_10898T0	1317	1318	12.1735	0.818476
MGG_04928T0	690	691	5.03125	0.645213
